"","GC124724","GC124725","GC124726","GC124727","GC124728","GC124729","GC124730","GC124731","GC124732","GC124733","GC124734","GC124735","GC124736","GC124737","GC124738"
"BT_3522",66,135.004,119,241.412,201,169,263,163.331,209,42,7,6,131,39,107
"BT_3523",270,494,501,400,555,382,290,507,520,119,86,150,349,203,147
"BT_3524",90,153,136,168,141,72,110,228,105,0,16,18,9,6,7
"BT_3525",162,140,140,132.302,174,72,70,66,52,22,11,0,18,14,5
"BT_3526",358,462.047,431.975,395.931,460,332,137,270.92,198.793,0,24,0,87,30,42
"BT_3527",1309,1829.956,1941.025,840.768,875,735,508,763.366,434.207,55,41,21,114,66,57
"BT_3528",851,1138.001,1100,834,1169,665,191,184.714,232,24,34,38,73,40,85
"BT_3529",497,588.996,594,305,323.999,217,104,61,111,21,29,32,38,17,31
"BT_3530",499,617.814,647,295,385.692,329,83,54.949,60,12,11,41,9,6,27
"BT_3531",281,412.186,399,100,143.309,154,32,49.051,6,29,30,52,36,19,28
"BT_3532",225,213,266,189,219,180,38,4,57,20,23,0,8,17,14
"BT_3533",206,163.202,182,138,94,90,27,30,33,0,0,0,23,1,17
"BT_3534",356.999,288.798,272,87,75,81,115,155,103,0,12,0,13.149,4,15
"BT_3535",519.001,486,434,348,359,214,69,72,74,64,17,23,39.851,33,44
"BT_3536",4020,5216.05,4969,1372,1249,1163,342,237,293,55,92,113,118,86,99
"BT_3537",44,48.757,39,5,10,1,0,0,21,0,0,7,1,6,0
"BT_3538",2866,2853.243,2774,1054,953,687,397,493,450,82,42,56,94,58,67
"BT_3539",102.954,72.346,49,71,39.57,35,0,16.406,6.55,4,0,22,6,0,0
"BT_3540",1041.046,1149.654,1038,461,419.43,292,98,212.594,38.45,44,9,0,17,0,1
"BT_3541",33,31,13,22,13,19,15,46,0,0,0,0,0,3,0
"BT_3542",4,14,18,27,34,33,59,66.969,34,9,4,9,11,0,2
"BT_3543",64.302,85.671,72,128.401,118,109.267,15,28.031,68,38,0,21,26,8,18
"BT_3544",33.698,16.329,15,47.372,22,37.733,31,42,7,0,37,0,10,0,0
"BT_3545",50,86,62,141.227,112,95,153,44,76,9,1,13,8,10,9
"BT_3546",386,653,568,1951,1807,1326,147,245,147,61,41,52,87,39,56
"BT_3547",172,192,121,871,697,526,101,33,91,32,42,15,191,52,119
"BT_3548",2221,2692,2817.136,2370,2032,1797,509,626,481,27,55,110,53,28,24
"BT_3549",1375,1799,1764,1349,1538,1096,371,321,353,218,173,240,291,165,182
"BT_3550",18620,22709.733,22485.448,26534.658,29174.588,20124.321,6137,1876,1872,310,454,427,623,313,498
"BT_3551",7336,8192,8180,6669.033,6801,5430,726,811,535,27,52,0,174,123,130
"BT_3552",21333,36245.926,37440.624,4125,4277,3172,882,1183,1000,376,368,717,548,334,449
"BT_3553",1611,1975.742,2289.476,379,338,229,209,310,192,7,10,0,28,34,15
"BT_3554",913,1630.258,1615.524,1051,972,820,414,250,342,54,8,0,63,39,27
"BT_3555",4269,5387,4760.002,6884.015,7304,6008,526,687,306,39,50,116,107,72,76
"BT_3556",610,598,525,454,434,371,77,33,38,19,0,19,89,40,51
"BT_3557",1156,1374,1310,1209.071,969,926,1223,1505,1139,73,54,77,43,15,27
"BT_3558",6557,6841.355,6024.532,8959.062,7494.735,6201.26,212.491,345.887,230.279,51,30,72,189,149,173
"BT_3559",4954,5098.259,4900.01,10071.819,8711.692,6772.74,6611.509,8979.113,6276.721,154,73,218,159,69,93
"BT_3560",34324.079,35230.096,34230.954,35849.305,37131.303,29400.13,2621.625,3819.56,3047.487,375,179,472,559,340,389
"BT_3561",10072.481,13280.474,13293.947,8612.568,9485.384,8040.149,966.808,1575.403,879.358,186.291,151.982,99,151,107,103
"BT_3562",16154.966,19549.701,18169.527,18321.522,17232.06,13771.11,1577.487,2110.085,1679.155,1602.685,1211.018,1696,2494,1492,1988
"BT_3563",1717.235,1869.228,1927.287,1610.41,1416.253,1107.611,212.08,198.952,153,113.024,62,136,334,199,178
"BT_3564",535,796,729,439,257,346,73,33,18,0,0,0,9,11,5
"BT_3565",1464,2551,2321,6459,6290,4696,5085,5699,5139,1034,838,961,1314,778,837
"BT_3566",2226,3363,3392,35718.287,40438.823,27981,4263,954,1965,191,191,86,242,131,148
"BT_3567",16997,23180.727,24446.423,247428.399,285214.667,206131.782,24280,14598.495,14915,2401,2173,1589,2418,1499,1946
"BT_3568",7875,10947.063,11541.943,64902.965,74706.387,54241.977,887,523,762,118,88,94,162,113,127
"BT_3569",20516,28857.002,27633.35,395429.354,412585.851,278475.791,7690,4746,4357,372,501,257,1307,717,990
"BT_3570",2073,2069,1856,1215.971,1002,786,217,246,247,109,44,146,104,95,106
"BT_3571",1001,1155,788.696,670.029,350,253,17,1,18,11,0,0,3,0,3
"BT_3572",205,208.871,205,120,90,98,0,42,24,41,17,0,13,10,29
"BT_3573",101,98.129,96,67.798,41,42,19,28,25,45,32,44,39,24,36
"BT_3574",38.851,35.001,39.618,40.202,41,27,20,4,12,7,6,0,12,0,4
"BT_3575",53.149,63.999,28.382,57,59,61,419,301,238,47,5,20,30,31,20
"BT_3576",10576,12393.46,12713.998,6607,6512.28,5463,383,349,185,121,127,210,133,117,137
"BT_3577",10840.719,13566.45,14052.084,6461.948,7575.168,5715.004,164.251,115,116,21,33,17,27,32,13
"BT_3578",10227.635,13149.405,13040.458,13433.531,16481.832,12369.996,217.749,71,61,21,11,0,39,15,58
"BT_3579",28226.646,34931.717,35888.442,22698.332,24505.186,18762,3198,3720,2476,329,244,191,302,154,219
"BT_3581",804,1123,1304,263,385,186,125,55,175,58,40,13,64,52,20
"BT_3582",6,13,14.656,7,11.98,5,0,0,0,0,0,0,0,0,5
"BT_3583",450,617,748.915,180.44,194.02,184,39,0,25,17,10,0,13,10,5
"BT_3584",241,247,236.429,110.56,67,58,0,36,39,0,0,0,10,0,1
"BT_3585",636,665.407,616,410,382,280,84,184.775,105,15,26,0,128,89,69
"BT_3586",752,681.425,705,659,548,395,383,460.225,323,14,0,0,29,8,33
"BT_3587",196,200.837,200,125,133,140,0,0,0,0,0,0,0,0,0
"BT_3588",265,280.006,271.375,295.627,320,217,45,0,23,0,1,16,5,8,0
"BT_3589",163,216.323,258.625,156.373,150,104,32,34,33,7,5,25,10,3,0
"BT_3590",315,455,403,975,1038,706,372,129,210,0,9,9,13,11,5
"BT_3591",70,95,85,80,68,104,0,29,26,0,0,0,4,7,0
"BT_3592",262.896,482.132,534,446,543,401,437,325,278.186,0,1,0,13,7,4
"BT_3593",162.104,227.885,226,245,276,168,319,440,408.814,0,8,13,20,10,7
"BT_3594",221,236,209,131.197,120,123,65,20,21,0,3,0,13,5,14
"BT_3595",239.485,322,309,305.803,341.908,239,39,5,17,0,7,0,1,3,0
"BT_3596",269.515,278,302,329,302.092,236,75,113.599,48,0,0,13,6,2,19
"BT_3597",441,638,601,644,691,518,122,157.401,152,10,1,0,9,3,11
"BT_3598",255,257.373,236,338,212,241,187,78,109,0,0,0,0,6,2
"BT_3599",345,350.81,326,394,406,273,65,276,114,35,6,0,15,2,8
"BT_3600",93,132.347,84,219,243.205,201,36,46,16,0,6,0,0,7,3
"BT_3601",143,173.47,151,945,993.795,758,16,0,6,0,0,0,0,0,0
"BT_3602",472,592.999,567,365,363,405.999,22,20,76,17,11,0,37,0,7
"BT_3603",323,324.001,325,225,206,226.001,11,46,37,17,0,0,5,8,12
"BT_3604",360,392.635,418,387,336,322,135,196,231,14,0,20,20,24,16
"BT_3605",120,149.493,170,97,117,99,8,15,109.238,31,14,37,0,5,0
"BT_3606",515,579.254,706.232,366.733,391.994,246.492,183,342.18,257.762,8,18,54,36,12,21
"BT_3607",213,312.618,245.768,361.267,278.006,325.508,606,604.82,618,43,29,0,47,17,29
"BT_3608",255,318,313,66,79,42,184,219,175,0,0,5,17,10,27
"BT_3609",1286,1308,1184,2690.931,2331.095,1950,579,662,562,14,9,0,45,50,56
"BT_3610",1594,1818.359,1731.185,1686.228,1524,1180,654.752,485.969,698.467,35,15,41,119,83,76
"BT_3611",49310.148,60319.624,62006.273,42371.756,39735.707,32152.916,4524.245,7565.696,4902.533,425,195,334,1002.004,592,769
"BT_3612",4162.253,6864.028,7025.477,8940.038,9051.52,8016.072,139.002,215.335,166,66,102,100,216.996,100,130
"BT_3613",1400,1694,1595,1131,1164,869,692,742,618,52,7,64,94,38,29
"BT_3614",29,35,28,15,30,7,96,62,76,0,0,0,0,0,3
"BT_3615",29,9,17,64,67,44,25,44,0,1,0,16,0,1,0
"BT_3616",6,30.007,31,264,313,252,10,0,31,22,0,0,2,10,0
"BT_3617",13,19.993,13,76,52,38,10,2,0,18,28,0,30,17,21
"BT_3618",341,519,585,177,209,125,0,16,0,6,13,0,2,0,0
"BT_3619",191,138.188,151.36,52,69,74.291,4,15,0,12,0,0,3,0,25
"BT_3620",698,792.813,836.64,206,322,253.709,32,42,9,19,0,0,22,2,17
"BT_3621",1218.334,1500.156,1596.375,636,736,536,11,38,27,16.767,0,32,32,24,20
"BT_3622",3334.657,4632.781,4736.227,2953.091,3657.036,2700.926,791,500,608,153.233,150,216,114,61,93
"BT_3623",2855.171,3257.31,3351.475,1716.959,1440.446,1383.074,285,180,169,11,26,9,41,12,19
"BT_3624",16884.838,20812.641,19266.946,6031.333,5655.518,4957,174,339,203,32,0,0,21,15,1
"BT_3625",479,545,597,124,166,95,61,94,49,0,15,13,2,2,9
"BT_3626",131,200.6,191.008,43,69,79,10,40,0,2,5,0,0,0,0
"BT_3627",150,177.525,160.992,47,78,20,11.014,30,20,0,0,0,0,3,0
"BT_3628",526,667.227,778.238,726,892,720.266,9,3,40,14,14,0,0,0,0
"BT_3629",463,782.651,775.762,178,211,248.731,10,7,0,0,0,0,8,3,12
"BT_3630",1861,2715.997,3114,872,1119,959.003,19,28,100,10,36,19,1,0,4
"BT_3631",1747,2183,2234.303,648,772,473,0,46,6,0,35,0,8,4,5
"BT_3632",1339,1830.872,1857.723,689,840,683,14,0,0,0,0,8,10,17,3
"BT_3633",7681,11462.114,10732.277,2346.006,2583,2096,154,236,50,15,16,25,18,34,32
"BT_3636",23926,32738.489,36845.92,8440.654,8661,7153.573,479,482,359,33,39,23,81,59,61
"BT_3637",10291,12592,12741.56,19843.005,22623,17248.427,6260,3905,4342,775,815,683,682,471,705
"BT_3638",13164,16586.499,17918.845,16112.293,18110,14088,1976,2244,1655,295,235,185,268,115,106
"BT_3639",4389,6547.745,7004.068,5470.81,5355,4213,91,94,90,10,13,57,69,56,26
"BT_3640",964,1607,1588,1403,1415,1029,106,224,133,55,24,104,75,88,42
"BT_3641",375,483,393,794.064,610,533,20,0,15,0,0,0,4,0,0
"BT_3642",5475.98,7493.879,7252.521,9771,9368,7522,3952,3454,3054,395,344,321,408,202,325
"BT_3643",1179,1092,1083,3648,2721,2505.011,195,198,215,0,5,13,16,6,14
"BT_3644",6559,7511.801,7469.154,5342.467,4624,3736.002,1194,1369.538,1078,48,57,74,136,97,97
"BT_3645",8058,9089.199,8706.452,7924.533,7733,5937.998,909,886.462,988,71,61,34,218,96,146
"BT_3646",9539,15082.653,14731.652,20714.489,18472.005,14259.338,7260,6926.761,6081,335,303,197,367,184,295
"BT_3647",3269.752,4243.366,4272.247,5105.838,5519.64,4065.238,451.993,604.42,590,163,71,19,135,58,47
"BT_3648",9325.41,16599.198,17586.128,22341.318,23789.834,16874.614,1012.927,1020.756,1066,173.33,166,223,342,191,233
"BT_3649",8511.838,13185.234,13962.346,11004.979,12969.52,9545.819,419.08,564.063,306,384.67,180,303,743,380,409
"BT_3650",241,242,266,137,165,108,29,152,76,0,0,0,0,5,45
"BT_3651",85,112,162,42,31,39,21,16,3,0,0,0,3,0,0
"BT_3652",34,103,115,18,26,26,40,16,22,0,2,0,9,7,0
"BT_3653",20,22,58,13,13,4,0,19,10,0,0,11,7,1,8
"BT_3654",1666,1973.15,2065,1160,1153,911,454,363,274,29,38,65,18,22,23
"BT_3655",134,189.839,141,136,98,86,81,71,13,0,13,0,5,22,1
"BT_3656",290,388,374,142,134,88,36,75,28,0,11,32,0,10,5
"BT_3657",282,387,446,179,165,108,119,41,32,0,14,0,6,13,0
"BT_3658",0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
"BT_3659",291,460.259,420,100,59,58,33,7,32,8,0,0,23,24,5
"BT_3660",2966,3226.741,2957.007,1283,1270,917,426,485,247,0,14,14,41,40,31
"BT_3661",634,1132,1146,1038,1061,865,490,332,416,151,43,62,55,77,44
"BT_3662",1148,1292,1301,1021,1103,609,809,605,489,112,127,133,16,16,29
"BT_3663",252,322,463,239,297,203,114,117,100,0,26,0,33,4,12
"BT_3664",216,211,180,439,336,350,204,173,174,14,5,26,25,4,10
"BT_3665",277,414,348,311,287,307,268,292,232,119,44,75,102,56,88
"BT_3666",87,121,69,182,140,93,19,2,30,46,8,26,57,42,11
"BT_3667",64,48,35,263,120,120,64,169,128,0,5,30,49,17,41
"BT_3668",14.393,32,27,31,17,29,0,88.333,17,0,0,0,0,6,1
"BT_3669",26.607,6,15,28,12.998,13.991,19,8.667,14.285,0,0,0,4,0,2
"BT_3670",25,45,70,124,119.002,114.662,174,252,265.715,11,9,17,6,10,14
"BT_3671",68,46,40,96,117.657,98.348,76,37,53,27,17,43,10,11,38
"BT_3672",9,12,13,21,24.343,21,0,32,9,0,0,0,8,13,5
"BT_3673",2863,4785,4505,9244,8491,7023,1468,1351,1423,308,227,321,192,164,187
"BT_3674",151,246,225,64,72,35,25,31,14,0,11,0,0,0,5
"BT_3675",172,236,178,124,108,47,62,61,102,0,8,0,4,0,3
"BT_3676",453,555,627.62,574.759,650,511.588,532,489,393.39,64,89,86,67,45,46
"BT_3677",341,539,483.38,317.241,325,207.412,142,177,154.61,103,76,67,126,74,40
"BT_3678",498,665,618,529,456,364,249,339,252,11,16,58,78,15,37
"BT_3679",54,88,70,172,209,143,221,211,181,30,27,58,16,23,27
"BT_3680",85,125,107,191,188,149,134,130,148,21,14,17,40,29,44
"BT_3681",43,60,64,160,166,137,49,58,20,9,23,0,22,4,9
"BT_3682",5,25,28,24,21,19,25,80,85,0,5,0,10,0,7
"BT_3683",832,1245,1457,1237,1449,1266,811,741,619,98,111,58,68,25,42
"BT_3684",0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
"BT_3685",912.068,1234.836,1268.936,689.303,631,535,628,715,430.884,0,2,50,14,6,25
"BT_3686",958.932,1403.164,1506.082,1271.22,1161,921.219,154,132.638,102.768,47,28,54,8,3,22
"BT_3687",1904,2065,2206.981,1638.477,1626,1328.781,180,140.362,191.347,54,64,127,77,28,15
"BT_3688",4826.79,6336.351,5595.593,4307.445,5249.756,3763.008,11.068,45,63.251,0,13,28,29,31,9
"BT_3689",9336.21,13894.442,12371.958,15655.758,15852.159,12938.554,292.218,315,274.749,64,23,38,81,58,33
"BT_3690",10266.961,16596.56,17549.728,27310.117,30885.981,22229.258,3424.197,1831.798,2543.458,471,502,238,223,138,189
"BT_3691",1994.039,2802.995,2900.83,3714.92,3578.205,3113.459,722.517,881.202,426.577,15,31,26,71,52,52
"BT_3692",39480.315,51566.587,49461.159,37356.442,38770.726,30557.98,757,792.723,440,543.262,517.269,592.328,1136,674.998,826
"BT_3693",31948.869,42210.287,42684.93,47402.912,48983.161,38186.731,3411.917,1574.096,1223,721.738,509.731,839.672,1635,983.002,1132
"BT_3694",3587.318,5318.208,5423.181,9904.332,11024.587,8103.47,72.083,114.18,112,21,62,103,43,18,43
"BT_3695",2715,3132.9,3013,5790,5492,3527,778,118,270,33,33,70,54,57,29
"BT_3696",4432.811,5618.821,5703.034,4288.094,4064.244,3107.688,443.059,294.986,275.252,33,15.22,17,110.999,44,59
"BT_3697",9076.189,11052.548,11505.008,6615.906,7535.128,6285.312,1047.941,1416.014,1182.748,252,270.78,263,288.001,198,232
"BT_3698",434,654,557,36,38,19,10,4,0,14,0,0,9,7,0
"BT_3699",2525,4169.073,4172.424,128,104,86,23,5,25,18,0,0,19,9,24
"BT_3700",1405.001,2423.513,2184.052,28,27,50,0,23,0,5,5,0,1,1,6
"BT_3701",4790.866,7158.646,7140.045,97,159,95,37,90,20,0,28,19,4,9,5
"BT_3702",6900.35,9019.084,9473.307,904,1125,891,155,313,165,7,28,45,62,73,66
"BT_3703",10905,13430.653,13343,2181,1668,1191,520,733,475,27,10,32,106,49,37
"BT_3704",2347,2758,2796,913,684,382,202,454,452,11,5,0,19,10,14
"BT_3705",2279,2639,2470,2291,2514,1784,365,325,380,49,37,129,116,54,44
"BT_3708",4023.959,6192.373,6131,3295.01,3090,2365,1773,1734,1538,138,101,169,508,379,441
"BT_3709",11275.951,15149.789,12785.449,5968,4195,3882,551,748,676,157,143,192,400,289,349
"BT_3710",214,716,695,626,279,249,48,9,10,0,0,0,29,11,28
"BT_3711",12021.546,23001.681,25800.595,9468.137,9162.577,7175.362,3187.29,3487.738,3092.212,197,224,279.67,190,143,90
"BT_3712",16375.478,25579.886,26706.907,11798.835,12510.033,9361.384,652.71,806.262,552.976,170,56,117.33,163,112,115
"BT_3713",4575.419,6111.528,6009.945,10460.22,11152.488,8152.528,195,111,144,2,33,26,54,66,39
"BT_3714",6951.162,8873.008,9423.931,6944.025,7623.461,5717.906,1557.85,1817.314,1454.66,230,126,89,86,14,104
"BT_3715",7796.395,15265.224,15223.682,64601.88,80696.276,61238.608,5491.203,4498.416,4088.455,490,585,206,190,167,195
"BT_3716",886,1103.035,1154.612,2963.678,2360.165,1943.314,150.946,81.269,78.885,30,31,53,103,96,95
"BT_3717",5231,6886.784,7106.747,6651.955,8432.68,6605.416,193,135,276,86,96,112,159,108,85
"BT_3718",3959,6019.852,6140,9673.288,9834.32,7032.15,491,540,328,43,55,46,177,43,122
"BT_3719",4333,5193.365,5169,4691.751,4348,3702.438,1065,1004,899,44,79,82,152,64,127
"BT_3720",4691,6711,7015,4299,4270,3634,1127,1543,1124,197,126,121,73,46,53
"BT_3721",2971,3524.682,3690,5413,6159,5844,9487,9297.181,7475,505,300,454,270,190,170
"BT_3722",4590,5725.508,5283.189,4532,4465.638,3321.004,700,752.305,686,90,23,86,155,102,112
"BT_3723",14853.51,18688.583,16105.181,9956.315,9036.297,7132.806,596,1124.513,697.203,131,84,116.382,912.565,539,699
"BT_3724",4646.325,5761.063,5411.369,7384.324,6726.088,5054.069,169.958,220.781,79.94,22.833,19,17.618,93.435,28,52
"BT_3725",54962.339,69951.292,77581.551,35787.057,38968.002,30223.293,1368.594,2479.068,1793.896,236.167,174,203,575,210,257
"BT_3726",11615.381,16752.06,16178.234,12151.358,11921.741,9004.662,2134.266,2378.577,2135.106,443,395,446.343,403,297,229
"BT_3727",31337.787,38726.354,36161.04,55137.821,46424.332,38691.474,7253.9,11377.966,7457.377,201,174,216.657,620,314,320
"BT_3728",3011,3765,3678.088,5384.522,5835.178,4278,2616.282,2361.608,1986.618,201,146,86,288,149,186
"BT_3729",23244,34116.975,37525.621,8529.11,9848,7396,3635,3563.612,2769,204,113,109,69,59,57
"BT_3730",6540,13206.629,13883.711,14769.767,16224.135,12266.916,504,463.388,595,231,83,119,148.001,83,84
"BT_3731",112186.556,142953.485,157655.524,49533.4,58743.913,46862.912,8648,11977.975,7895,2772,1628,2539,1727.999,839,1127
"BT_3732",2674.261,3081.365,2944.187,1435.937,1526.327,1264.191,111,96.025,96,18,9,62,57,23,57.498
"BT_3733",13781.599,18783.104,19707.081,10274.72,11532.625,7895,415,699,371,221,137,213,163,72,102.502
"BT_3734",344,830,678,4082,4611,3555,1882,1506,1690,567,503,419,2127,771,835
"BT_3735",613.623,807.905,592.694,85955.259,73438.517,52186.198,147.505,543.397,266.283,427.637,207.137,560.657,470.043,280.739,422.178
"BT_3736",198.377,103.095,94.306,7377.629,5649.232,4882.461,97.495,206.603,142.717,105.363,69.863,136.343,142.957,78.261,191.822
"BT_3737",229,232,186,7101,7973,6286,87,75,42,54,42,58,307,181,239
"BT_3738",2567,2912,2873,685,640,510,1177,1246.023,1228,480,282,456,222,146,170
"BT_3739",1439,1268,985,210,172,172,121,91,150,30,39,0,27,9,10
"BT_3740",7944,8501.789,8367.033,2951.909,3575,2418,391,206,376.051,202,102,101,110,27,128
"BT_3741",2258,3182.676,3034,552.091,640,456,89,73,64.949,106,70,71,77,54,75
"BT_3742",13728,16955.091,14802,21046.2,15402,13631,11038,14204,11107,3356,2576,3450,4521,2438,2912
"BT_3743",3881,4150.378,3765,8703.001,6762.725,6279.771,2133,3194,2781,655,464,882,839,402,528
"BT_3744",4718,6337.003,5434,3771.714,3677,2911,887.874,940,775,285,133,169,264,127,150
"BT_3745",9863,10014.619,9835,11015.556,9757,8319,1159.126,2287,1206,375,228,162,284,140,151
"BT_3746",2848,3467,3281,1930,1874,1424,714,347,262,71,192,138,169,103,147
"BT_3747",18,73,70,332,133,86,73,120,13,43,54,20,490,540,500
"BT_3748",668,770.05,767.068,512,352,419,29,58,14,0,0,0,0,0,13
"BT_3749",729,1187.95,1157,513,556,444,422,288,403,28,74,0,82,35,101
"BT_3750",464,730,706.013,286,415,262,203,199,186,33,10,10,56,13,10
"BT_3751",46,92,79.282,37,55,20,10.504,49,18.351,14,0,0,4.996,8,7
"BT_3752",184,202,202.718,133,110,80,108.496,165,120.649,35,6,29,6.004,9,17
"BT_3753",46,66,100,51,47,33,97,102.696,63,13,17,24,2,3,16
"BT_3754",113,130,107,302,362,290,66,114.304,71,120,55,44,20,17,32
"BT_3755",3514.528,4959.735,4817.213,3161.242,3342.532,2713,135,105,99,153,146,213,1114,424,678.404
"BT_3756",1371.79,1693.265,1589.999,1148.153,1242.468,979.155,95,163,66,69,8,59,291,158,193.263
"BT_3757",3837,5287,5718.788,3773.562,4247,3031.845,3738,4464,2796,182,148,126,403,223,239.333
"BT_3758",6211.784,8582.161,7906.398,5097.358,5134.686,3877.231,86,120,31,28,53,51,115,65,85
"BT_3759",2487.553,3825.593,3892.25,2096.983,2337.643,1801.011,97,120.959,84.952,21,16,60,128,54,49.878
"BT_3760",8032,11993.302,12115.77,8364.104,8366.676,6863.125,345,401.663,239.048,41,6,27,154,84,76.122
"BT_3761",2290,2591.952,2548.392,4665.412,4484.995,3760.632,152,103.378,33,0,0,0,37,13,11
"BT_3762",4103,4777,4732,8287.445,7566,6770,872,691,692,36,10,29,45,24,48
"BT_3763",17,31,27,40,34,28,19,46,41,0,4,0,7,0,0
"BT_3764",20,57,53,93,67,30,83,42,21,7,0,37,13,0,6
"BT_3765",33,77,58,58,107,86,34,21,10,24,3,0,6,3,5
"BT_3766",37,40,37,39,33,53,0,92,25,0,0,0,5,2,1
"BT_3767",3041,3742.06,3759.192,1955,1822,1371,1758,2230,1615,436,298,311,457,256,320
"BT_3768",10965.801,14855.936,16785.945,8517.011,8647,6880.75,4703,4081,3743,494,434,504,368,292,247
"BT_3769",246.199,544,455,1422.989,837,683,5681,2371,2868,638,785,360,10640,9106,5697
"BT_3770",5972,8315.878,8610.325,4795.195,4284,3954.824,7277.809,11053.114,8631.209,740.19,591.132,759.335,2224.976,929.885,1199.84
"BT_3771",35040.19,52120.619,57979.147,19233.051,23715.315,18266.288,10331.447,10954.225,9037.979,2067.161,1649.942,1244.915,6030.267,2908.115,3421.377
"BT_3772",8327.628,8764.97,9153.552,3604.787,4081.673,3393.888,1363.743,1950.662,1072.811,1592.649,1058.926,949.75,3080.757,1497,1941.782
"BT_3773",1677,2093,1999,762.973,955,702,508,1129,691,415,250,239,655,280,440
"BT_3774",1003,1390,1400,496,618,387,261,208,171,28,2,38,124,55,33
"BT_3775",8,21,11,142,125,114,1,1,14,12,0,0,0,3,3
"BT_3776",24,23,28,43,67,43,27,25,29,0,0,0,0,0,4
"BT_3777",11,8,13,26,44,18,16,0,20,0,6,0,4,0,0
"BT_3778",21,47,32,687,384,308,55,64,29,0,42,0,25,14,24
"BT_3779",53,37,36,170.018,132,114,179,226,115,14,2,0,11,5,6
"BT_3780",251,396,361,49,44,53,16,12,5,26,3,17,15,16,6
"BT_3781",505,764.064,694,95,129,126,32,7,32,36,22,21,25,25,3
"BT_3782",2319,3595.313,3924.051,1672.95,2077,1412.21,91,70,23,0,14,16,8,9,23
"BT_3783",3319,3850.622,3901.871,1803.05,1831.502,1584.79,115,209,148,33,11,19,138,112,142
"BT_3784",509,631,604.078,1249,1350.498,1189,44,88,69,20,12,53,21,3,23
"BT_3785",0,1,0,2,0,0,0,0,12,0,0,0,4,0,0
"BT_3786",1200,1475,1431,748,681,509,608,905,364,50,47,63,19,22,14
"BT_3787",92,102,91,121,87.568,65,229,140,175,0,21,0,19,10,27
"BT_3788",174,197,189.334,439.652,353.432,294,980,1283,841.154,97,96,131,169,38,34
"BT_3789",110,150,206.667,309.662,297.498,257,186.53,186.324,270.382,48,34,8,38,33,17
"BT_3790",44,47,44.999,118.241,86.502,90,43.47,187.674,114.464,7,1,0,39,0,20
"BT_3791",52,158.283,132,272.445,251,229,108,149.597,76,27,19,0,24,8,6
"BT_3792",98,146.717,146,218,245,180,91,129.404,52,63,25,37,8,8,20
"BT_3793",1218,831,694,2280,1529,1506,5650,9142,6186,2895,1658,2630,3151,1971,2700
"BT_3794",40,38,22,293,463.964,260,70391.751,81487.944,47817.348,3243,2739,3571,42,36,33
"BT_3796",0,1,10,3,6,0,29,0,0,0,0,13,5,0,0
"BT_3797",334,371,346,732,922,692,36,15,0,0,0,0,15,6,9
"BT_3798",10,36,30,49,78,25,25,30,30,3,4,0,0,18,1
"BT_3799",40,23,21,24,15,22,22,0,12,0,0,15,18,0,14
"BT_3800",2496,3187,3226,2457,2502,1932,1443,2111,1201,204,73,103,86,68,68
"BT_3801",27136.299,33587.878,35115.293,67491.666,74126.215,51140.637,50980,75803,42902,1375,967,1385,1715,985,1185
"BT_3802",8181.559,10602.726,10421.655,17478.729,17479.372,14042.615,2022.35,2966.588,2051.442,162.002,239,145,446,214,397
"BT_3803",10497.441,14311.762,14411.418,11186.002,12450.628,9046.385,836.65,856.412,557.558,57.998,118,149,211,111,101
"BT_3804",7790.947,10864.62,11945.129,3768.578,4866.492,3520.095,378,317,262,74,57,71,42,44,39
"BT_3805",14032.053,19045.176,20426.624,9319.779,10100.508,7501.905,2659,833,1151,742,589,545,141,137,99
"BT_3806",43837.999,63316.221,66367.205,133411.684,160796.312,114810.495,10956,5540,6695,1204,972,888,781,457,629
"BT_3807",15105.259,21772.387,23082.725,41637.532,54006.537,41310.387,12211,9233,9120,1567,981,1218,565,380,442
"BT_3808",11610.742,15219.998,16109.369,6274.378,7009.615,5897,859,976,687,740,469,519,3086,1582,1426
"BT_3809",10458,14615.486,16142.745,21690.615,22055.881,17132,3251,1875,2076,604,409,471,654,383,428
"BT_3810",3950.476,5049.62,5032.498,7695.313,7651.512,5417.244,228.103,285.833,219.664,67,68.092,63,249.581,81,118.002
"BT_3811",13994.524,20796.212,20443.878,16281.23,18264.607,13960.758,758.897,789.167,626.336,458,366.908,703,1014.419,490,558.998
"BT_3812",25141,33127.745,34992.135,9820.694,9899.968,8322.061,1204.522,1943,1177,198,107,99,414,227,274
"BT_3813",27951.897,40075.849,47150.224,13486.304,17509.196,12437.211,1167.478,921,694,241,128,299,209,120,195
"BT_3814",2633.103,3343.338,3165.168,1547.192,1930.786,1239.255,42,12,10,11,0,7,13,14,14
"BT_3815",863,904.849,929.296,667.46,751.04,535.715,0,30,8,7,0,0,6,0,5
"BT_3816",9324,11952.847,12791.288,6354.999,7168.343,5417.931,90,91,110,53,27,0,55,6,39
"BT_3817",5085,6431.131,6661.365,2720.352,3252.667,2596.077,167,174,140,83,50,27,33,18,36
"BT_3818",560.2,774.939,771.272,891.918,729.347,651.116,15,9,5.004,14,8,16,18,9,16
