"","GC124724","GC124725","GC124726","GC124727","GC124728","GC124729","GC124730","GC124731","GC124732","GC124733","GC124734","GC124735","GC124736","GC124737","GC124738"
"BT_1115",3416,4579,4410.341,7244.277,7403.864,5421.12,318,791,294,106,78,100,96,45,52
"BT_1116",460,588,657,1322,1141,1016.137,119,130,74,1,29,0,30,0,27
"BT_1117",185,178.87,198.643,946.01,880.965,846.357,50.846,49.089,40.517,18,0,0,4,6,22
"BT_1118",3249,4178.08,4335.826,5204.516,5443.016,4139.846,1503.827,2499.027,1554.06,212,51,159,121,69,117
"BT_1119",7175,8667.317,9039.615,6186.478,6193.019,5101.797,3916.326,7459.884,4155.423,267,91,198,349,204,238
"BT_1120",41,35,14,77,71,58,0,44,0,0,0,0,0,10,5
"BT_1121",64,60,56,438,574,324.966,238,112,68,0,27,10,11,1,0
"BT_1122",5,14,29,166,199,172.034,80,62,4,0,0,0,3,2,0
"BT_1123",422,565,559,359,362,298,552,603,335,70,58,55,61,50,79
"BT_1124",0,9,12,101,152,80,33,0,13,0,0,36,0,0,0
"BT_1125",22,72,54,800,846,529,148,0,73,0,3,10,26,11,12
"BT_1126",0,3,2,14,12,12,0,0,51,14,0,0,0,0,2
"BT_1127",0,1,5,8,23,5,0,0,0,0,0,0,0,0,0
"BT_1128",0,0,0,1,6,0,0,0,0,0,0,0,0,0,1
"BT_1129",0,7,5,16,21,6,10,17,29,0,0,0,12,9,0
"BT_1130",51,118,122,362,506,309,183,24,67,0,26,0,15,5,6
"BT_1131",6,3,0,17.442,0,14,0,0,0,0,0,0,0,0,0
"BT_1132",13,12,4,45.558,46,66,22,40,15,0,0,0,0,0,10
"BT_1133",9,31,38,3,34,9,0,0,0,10,0,0,38,14,0
"BT_1134",517,361,422,354,406,240,33,45,57,38,12,0,41,6,17
"BT_1135",2844,3428,3456,1658,1700,1283,150,373,280,45,53,105,74,57,92
"BT_1136",0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
"BT_1137",0,2,8,33,55,55,0,8,21,16,8,0,0,0,0
"BT_1138",660,901,902,1050.209,894,649,215,151,154,9,46,17,81,42,76
"BT_1139",5577.395,7975.094,8960.032,4702.503,5006.998,3684.389,398.167,746,472,26,50,52,101,50,51
"BT_1140",4250.605,5753.506,5916.599,2455.059,2462.002,2133.611,559.833,372,432,0,0,2,15,12,18
"BT_1141",3248,3326,3430,5362,5358,4290,634,809,554,32,46,26,46,50,63
"BT_1142",101,85,99,273.9,251,206,133.918,226,154,0,0,0,10,1,17
"BT_1143",18,67,51,93.1,137,73,63.082,65,33,0,12,0,0,4,0
"BT_1144",3208.117,3831.254,3358.063,5989.65,5797.453,4715.268,4436,5895.56,3785.238,67,22,28,209,130,150
"BT_1145",1619.883,1978.968,1881.218,4449.03,4402.341,3355.732,1383.997,1295.195,1294.762,205,139,251,235,127,164
"BT_1146",1880,2915.778,3031.719,4638.801,5140.206,3337,175.003,125.245,157,45,40,15,130,74,47
"BT_1147",12326,16931,18217,19712.52,21985,15943,1500,1177,1146,179,220,278,805,337,573
"BT_1148",5664,7481.135,8841.985,2587.64,3124.968,2277.009,160,191,82,35,55,91,198,58,92
"BT_1149",6186.002,9612.2,10116.287,5107.264,5141.144,4069.991,1212.325,981.117,701,132,128,184,319,158,312
"BT_1150",3238.998,5319.863,4801.15,2862.096,2217.888,2071,334.675,281.883,203,7,0,48,60,42,66
"BT_1151",2480.001,3248.356,3081,1580.275,1580.002,1123,53.067,102,59,44,34,25,223,90,110
"BT_1152",7347.362,10321.362,11879.149,3723.068,4229.998,3285,594.908,674,413,64,39,110,222,79,148
"BT_1153",21377.637,26146.549,27665.864,14668.811,17176,14567,4879.025,4508,3715,45,100,155,247,81,145
"BT_1154",13146,14723,15180.269,13783.893,15705,11040,3636,2296,1874,310,396,182,419,209,256
"BT_1155",32647.604,38218.458,41216.39,8101.99,9863.583,7844.344,237,335.001,192,66,68,87,83,26,75
"BT_1156",8723.812,13421.354,14418.349,1676.617,1898.885,1416.429,10,138.005,86,7,4,2,17,5,4
"BT_1157",10625.192,13846.082,13925.403,2778.798,3018.687,2268.407,131,293.993,133,1,9,12,4,1,7
"BT_1158",6680.558,9144.513,9051.608,2162.509,2318.581,1751.068,77.057,175.904,142.085,4,19,8,33,6,16
"BT_1159",18820.12,24540.112,24426.273,4316.496,5304.817,4120.601,379.943,396.096,212.915,58,19,74,39,17,50
"BT_1160",24743.434,28450.129,27430.139,5421.59,5952.383,4488.33,683,746,503,18,34,107,67,16,69
"BT_1161",4777.28,5750.835,6004,2679.084,3069,2314,141,145,185,31,19,41,191,90,104
"BT_1162",5540.99,7710.758,7291.113,9262.282,10139,8496.412,272,207,201,0,20,39,55,29,28
"BT_1163",5139.626,5581.323,5768.046,8872.916,7311,6323.488,505,694.295,433.479,11,0,40,65,18,52
"BT_1164",2401.311,2617.713,2416.813,3083.625,2814,2269.005,471,800.784,510.521,48,0,0,47,56,20
"BT_1165",1019.074,1369.714,1321.119,1565.201,1337.237,1081.095,91,104.921,130,18,3,0,26,15,17
"BT_1166",183,259.843,324.002,417.541,296.83,211,49,33,5,0,0,0,6,2,3
"BT_1167",82,90.648,86,30,30,19,0,0,0,0,0,0,5,7,7
"BT_1168",45,92,105,54,49,58,46,42,15,5,6,0,20,0,8
"BT_1169",0,0,2,0,0,0,0,0,0,0,0,34,0,0,0
"BT_1170",86,44,28,146,112,80,51,29,60,0,0,0,0,7,15
"BT_1171",260,383,445,417,322,250,594,728,833,327,156,553,131,119,74
"BT_1172",129,181,197,256,250,170,174,105,135,10,21,17,18,0,5
"BT_1173",9,50,47,46,57,19,13,21,4,0,0,0,0,0,3
"BT_1174",4,6,4,3,4,1,0,0,0,0,0,0,0,0,0
"BT_1175",6301,12432.52,12995.381,11681.008,9902,7273,1437,1851,1444,71,65,40,134,94,116
"BT_1176",203,247,243,210,213,182,22,65,72,0,0,0,0,2,3
"BT_1177",300,262.023,358,254,176.048,175.061,43,163,53,17,8,24,0,4,9
"BT_1178",3356,3076.968,2836.518,4283.647,3892.984,3583.823,1578.078,3022.841,1582.567,42,28,18,70,40,64
"BT_1179",459,581.783,626.053,487.646,574.968,418.116,186.771,253.159,138.433,34,9,13,40,17,9
"BT_1180",304,292.226,368,265.211,256,187.997,72.151,116,77,41,0,0,59,23,11
"BT_1181",136,169,140,162.495,141,56.003,22,111,142,8,0,29,5,5,9
"BT_1182",228,313.638,263,276,327,228.995,49,187.814,60,0,31,0,24,0,0
"BT_1183",2493,4420.203,4568.759,2491,2387,1701.081,1076,1434.762,842,52,37,16,152,74,74.416
"BT_1184",157,251.159,196.241,60,49,37.923,28,42.424,3,8,0,0,7,2,9.584
"BT_1185",12447.708,11918.205,11473.007,1104.001,1063,797,616,1018,389,57,61,104,69,71,95
"BT_1186",20906.21,26497,26796,19920.141,21541.68,16861,3912,5575.064,3415,397,475,417,787,415,524
"BT_1187",325,502,518,625,601,485,1564,2045,1580,60,25,54,43,33,33
"BT_1188",30.445,33,53,16,19,12,68,88.534,37,0,0,9,32,17,2
"BT_1189",24.555,55,49,15,14,15,113,136.466,97,0,18,21,52,23,14
"BT_1190",1255,2196,2772,924,783,742,613,1106,646,195,80,133,154,93,121
"BT_1191",945.427,995.371,971,218,188,155,225,179,190,25,40,33,77,40,57
"BT_1192",1967.573,2062.629,1732,3176,2585,2292,400,536,326,16,0,0,47,10,12
"BT_1193",2509,3269,3140.926,1893,2044.998,1362,342,302,247,10,15,31,29,40,28
"BT_1194",14205.526,21766.955,20900.68,42477.925,44576.712,37274.6,2461.595,3148.907,2264.958,1010.52,810,1008.92,3572.472,2186.923,2526.604
"BT_1195",11462.474,13647.624,14474.095,17501.518,22314.289,16627.154,400.405,165.093,233.042,138.48,83,140.08,408.528,238.077,340.396
"BT_1196",6123,9600.829,10259.191,48109.734,52976.165,39617,13229.982,18477.998,12382,1559,1221,1598,2163,1301,1641
"BT_1197",11660,12705.473,9526.809,57411.861,40227.835,31544,9551.018,13037.002,9795,652,443,734,2755,1500,1708
"BT_1198",2083.992,2454.787,2453.885,1093.95,1016.934,640.999,296,259,113,59,17,0,8,12,22
"BT_1199",2358.45,2690.532,2657.269,663.346,757.066,567.99,66.009,32.189,48,39,27,0,18,22,22
"BT_1200",1699.558,1958.681,1542,18127.852,18503.366,15546.011,7506.991,8900.811,6641,74,124,126,904,599,543
"BT_1201",2113,3218,3209,1762,1953,1637,439,426,248,6,18,0,13,5,6
"BT_1202",4554.908,7067.567,7507.653,7016.262,7232.799,5555.431,2292.372,2029.399,1845.885,120.685,76.02,188,441,161,311
"BT_1203",2022.092,2524.433,2476.347,2980.722,3311.233,2381.543,469.628,621.601,302.115,41.315,53.98,85,234,86,188
"BT_1204",28527.821,36210.63,35909.595,38640.38,38408.544,30747.228,7474.776,9601.456,7645.998,156.131,200,201,686,340,495.119
"BT_1205",16116.974,21447.699,22432.886,38240.234,47322.25,35115.486,2162.224,1208.87,1288.002,335.869,213,175,409,184.059,238.881
"BT_1206",1389.205,1324.048,1328.519,13442.03,9783.887,8630.986,383,656.668,475,373,226,402,239,211.941,240.861
"BT_1207",2587,3368.664,3285.266,1895.848,1994.336,1389.108,114,187.006,190,85,8,67,394,155,210.139
"BT_1208",60,57,60,65,54,28,5,41,59,0,50,18,11,3,9
"BT_1209",3427,4244.237,4447.318,6804,8669,6816,599,484,489,287,111,92,84,51,73
"BT_1210",21032.36,29825.713,29198.204,77494.474,91600.167,66663.606,4888.301,3124.354,2558.402,323,248,246,460,167,202
"BT_1211",2215.64,2170.937,1813.414,5717.515,4883.468,3882.069,1132.699,1460.646,879.598,0,8,0,28,16,21
"BT_1212",72,89,73,197,302,147,24,45.948,26,0,0,0,13,0,0
"BT_1213",74,140,143,251.019,283,178,2,28.052,4,0,0,0,0,0,0
"BT_1214",137,139,141,281,258,238,73.97,16,6,0,5,0,0,4,0
"BT_1215",307,343.171,370,1605.706,1806,1195,284.03,240.227,174,10.039,35,84,5,9,10
"BT_1216",1951,2119.829,1997.865,3469.509,4447,3548.679,343,311.773,289,31.961,0,9,13,7,30
"BT_1217",263,420,385.135,460.785,548,397.321,226,176,215,53,10,11,60,11,20
"BT_1218",554,753,590,6243.339,6225,5107,274,420,325,49,39,1,280,186,125
"BT_1219",2312,4610.006,4500,2793,3015,2100,565,341,249,153,115,147,346,187,333
"BT_1220",6417,8620.128,9243.133,2960.289,3453.551,2501.396,859,667,799.499,520,486,518,1500.652,594,876
"BT_1221",41731,58588.308,62082.445,75452.428,116483.369,83385.603,19205,8466,7630.505,2145,1605,1538,1515.348,609,818
"BT_1222",37930.162,61080.372,63368.07,93587.181,104710.801,80641.436,5306,4545,3726,723,630,538,867,420,615
"BT_1223",3008,3382,3435,7223,8428,6025,755,400,496,29,72,87,165,94,114
"BT_1224",6575,8688,9294,11665.624,12348,9034,1902,2071,1698,76,73,117,203,90,190
"BT_1225",1889,3403,3639,3456.226,4189,3028,228,107,179,26,22,0,67,31,45
"BT_1226",3780,4391.135,4283,5881,5594,4202,2157,2735,2005,78,44,22,842,393,395
"BT_1227",2080,3108,3216.905,11068,11670,8890,1281,1534,1098,576,418,379,462,320,360
"BT_1228",10594,14580.083,14965.187,23512.2,26854.079,20607.187,1099,1289,646,106,92,255,314,107,188
"BT_1229",13742,18846.855,19128.816,6763.146,7298.917,5291,574,554,343,89,101,136,101,38,40
"BT_1230",0,1,0,6,4,0,3,7,0,0,0,0,0,0,0
"BT_1231",36,22,23,17,12,7,205,154,133,6,12,36,3,1,0
"BT_1232",496,257,197,723,491,453,18,9,11,0,0,0,0,8,13
"BT_1233",1694,2285,2067,2910,2585,2147,2527,3854,2238,390,380,558,479,310,443
"BT_1234",819,829,755,1150,1223,1000,371,541,424,0,16,31,88,37,45
"BT_1235",768,803,904,599,519,406,740,972,609,22,33,0,43,21,31
"BT_1236",1326.152,1549.27,1633.186,1203,1713,1242,561,904.283,455.001,127,97,67,192,54,80
"BT_1237",4872.848,7429.73,7705.717,3084,2724,2251,1338,1826.717,1229.999,96,95,113,313,129,157
"BT_1238",3472,4712,4779,3699,3837,2725,272,326,329,43,68,23,276,168,181
"BT_1239",35663.224,46712.032,46866.397,15446,17417,12347,3761,3670,2651,521,322,453,269,144,212
"BT_1240",3784,4370.141,4174.989,6143.036,5766.862,4883,6240,7403,6113,96,98,128,1058,430,411
"BT_1241",0,1,1,0,3,0,0,0,7,0,0,0,10,7,3
"BT_1242",22383,34025.95,35775.633,5575,5811,4437,971,1363,804,134,56,79,366,190,278
"BT_1243",6480,7570.62,7654.762,75801.704,88739.549,66667.832,443292.576,642691.026,404367.172,70777.946,69711.56,52952.306,222834.048,129143.998,147815.399
"BT_1244",3380,7257,7036.238,28827.229,28427.679,22491.965,58281.146,84247.532,68821.827,22323.054,26394.44,18100.694,149155.59,70247.002,74264.601
"BT_1245",0,0,0,37.392,0,27.103,81.716,103.645,159.974,0,0,0,0,0,33.166
"BT_1246",841.137,543.48,262.295,534.755,263.662,299.727,0,0,0,0,27.27,0,0,0,78.449
"BT_1247",840,1268,1283,1850,1707,1328,6359,7507,6468.637,433,378,491,519,232,354
"BT_1248",1559,1797.41,1797,928.695,1251,959.393,700,549,360,207,92,164,32,12,0
"BT_1249",690,1082.59,1012,716.312,848,631.599,185,243.97,139,33,33,0,77,17,56
"BT_1250",1459,2159.974,2307.308,1043.782,1201.955,851.008,911,870.75,697.259,259,86,180.829,214,80,82.296
"BT_1251",742,1329.026,1129.692,660.211,657.045,530,142,105.35,191.741,0,5,42.171,35,33,23.704
"BT_1252",656,499.045,503.969,258.015,223,174.519,129.001,217.996,68,0,0,0,9,1,4.993
"BT_1253",142.655,266.861,200.484,103.939,115,72.481,87.999,36.582,34,0,0,0,12,0,3.007
"BT_1254",849.345,913.1,887.547,392.046,394,230,143,162.422,90,92,23,34,66,16,19
"BT_1255",1602.476,1409.151,1481.789,1445.725,1746.998,1246.406,2546.196,1957.562,1792.798,639,601.018,616.925,945.358,444.998,651.685
"BT_1256",142.524,158.849,184.262,203.275,187.002,136.594,214.804,236.438,259.202,24,24.982,1.075,211.642,84.002,125.315
"BT_1257",1542,2146,2145,3147,3202,2064,13432,7596,7367,3019,2920,2847,1316,980,1076
"BT_1258",392,886,1010,1068,827,636,1271,1128,1008,75,42,72,153,49,54
"BT_1259",16738,30573,32348,316483.267,342346.902,256823.376,41423.445,26292,27889,6491,5152,4534,3197,2375,3114
"BT_1260",976,937,1000.11,1651.942,2076,1295,138,75.463,101,23,0,0,21,15,11
"BT_1261",447,513,524.001,203.058,247,175,83,162.537,159,26,17,14,116,20,22
"BT_1262",192,273,314,253,201,171,593,572,342,148,152,88,672,349,441
"BT_1263",280,344.794,350,385,402,310,211,181,103,34,14,40,149,66,75
"BT_1264",5806,5626,4918,4000,2720.671,2582,1336,1903,1151.044,52,59,123,376,197,198
"BT_1265",263,325,322.345,626.996,652,467,190.683,86,88,12,31,29,12,11,11
"BT_1266",1213,1411,1441.655,1766.004,1505.507,1276,379.097,460,242,20,18,0,73,15,25
"BT_1267",34,55,76,1647.561,1887.408,1360.816,5653.927,3672.361,3876,1534,1206,1298,1490.001,942,1288
"BT_1268",67,102,102,749.663,823.086,632.184,1261.293,1970.639,1423,451,394,429,1009.999,431,672
"BT_1269",20,43,55,273,387,253,3834,4242,3647,107,77,131,506,224,322
"BT_1270",11549,12992.03,12027,18614.096,20854.947,14440,485,592,468,155,86,49,81,69,41
"BT_1271",99740,114262.736,116901.727,12016.571,13150.999,11513,453,406,349,55,99,124,128,82,110
"BT_1272",623,453,400.001,468,521,378,193.996,400,173,0,25,0,62,5,34
"BT_1273",732,1013,1021,314,380,309.241,122.004,193,91,32,6,12,113,26,57
"BT_1274",748,1096.796,1061,770,749.877,588,137,307.159,155,0,0,17,28,14,25
"BT_1275",249,400.204,407,138,96.123,72,108,132.841,104,27,0,17,25,4,33
"BT_1276",219,308,337,89,108,61,29,56,18,0,0,26,12,17,1
"BT_1277",114,138,132,94,150,71,58,16,2,25,9,0,34,8,6
"BT_1278",282,161,159,193,143.005,177,20,10,14,0,0,0,0,0,0
"BT_1279",160,166,197,60,39,17,107,88,55,0,0,13,0,14,3
"BT_1280",74,70,85,56,40,38,43,144,45,0,14,14,13,21,11
"BT_1281",6,5,17,22,20,17,0,1,8,11,0,13,2,1,0
"BT_1282",0,9,1,21,21,12,39,22,0,0,0,0,7,1,0
"BT_1283",27,10,11,54,18,18,0,0,0,0,0,0,0,14,0
"BT_1284",40,32,23,126,75,58,28,124,23,0,0,0,0,0,0
"BT_1285",19,17,20,26,11,10,61,73,97,0,0,20,21,3,3
"BT_1286",0,4,5,9,19,15,47,87,12,0,28,0,20,4,14
"BT_1287",77,126,68,127,151,61,1292,2757,1498,455,233,288,824,429,607
"BT_1288",1542.446,2491.75,2446.336,1246.456,1109,883.035,101,91,111,55,59,19,89,24,94
"BT_1289",1916.119,2332.825,2635.983,694.348,735.579,568.243,11,78,33,35,0,17,62,15,28
"BT_1290",1485.29,1668.858,1857.629,760.458,808.217,707.981,292.596,409.46,321.092,42.076,22.213,69.714,9,42,20
"BT_1291",8540.145,10730.639,11313.745,5664.738,5871.204,4907.741,2395.404,3514.54,2302.908,156.924,95.787,128.286,330,144,200
"BT_1292",37370,44349.728,43487.047,44043.261,43700.409,35146.002,17867,25292,16339,804,621,878,1379,742,1070
"BT_1293",39525.538,50921.091,53420.114,29189.743,34551.892,26484.922,10198.852,8636.638,6958.947,3332.001,2331,2376,1404,647,969
"BT_1294",32842.386,38495.036,44323.554,15237.002,17405.296,15086.078,3191.148,4063.362,3051.053,928.999,657,859,583,379,485
"BT_1295",4462,6282.998,6352.799,2528.76,3207,2452,215,152,201,117,40,87,88,41,63
"BT_1296",9606,12358.002,12576.98,6937.24,8470,6920.007,343,311,357,78,29,101,234,71,120
"BT_1297",5589.492,6675.437,7112.186,2685.132,3294.624,2402.198,43.905,40,17,35,12,21,70.205,21,15.013
"BT_1298",9474.646,12981.112,14112.444,11808.232,13943.711,10806.407,535.095,792.008,510,198,161,218,208.795,79,131.987
"BT_1299",5884.354,8936.764,10087.871,4879.231,5633.929,4218.388,409,623.798,505,17,74,56,177,113,108
"BT_1300",2676.475,2730.094,3032.171,765.928,906.846,778.788,323.788,552.092,219.002,116,33,34,85,20,26
"BT_1301",4185.525,5019.074,5477.218,1130.993,1131.154,990.212,669.212,783.102,537.998,38,21,41,85,18,61
"BT_1302",57,50,58.111,47,67.997,24,2,25,19,0,7,0,14.103,6,10
"BT_1303",83,112,131.889,46,87.003,49,28,25,15.774,17,3,21,17.897,33,20
"BT_1304",32,54.674,88,21,39,21,30.996,23,5.226,6,4,0,6,0,3
"BT_1305",138,170.293,188.517,75.001,84,53,30.312,49.19,43,0,25,10.945,32,35,26
"BT_1306",677,1124.032,1014.483,1086.999,908,797,204.692,300.81,289,0,9,35.055,76,28,40
"BT_1307",7806,11740,11750,9528,8504,7597,767,381,521,0,0,18,25,12,25
"BT_1308",3123,3382.04,2960.515,1935,1735,1449,721,820,537.664,188,194,204,241,82,96
"BT_1309",1676,1902.229,1737.498,1293.947,797.128,702,280.673,486.416,203.112,438.238,262.582,314.079,2030.652,1023.561,1277.844
"BT_1310",1873.783,2846.074,3084.175,2638.469,2800.873,2350,7538.438,8362.575,6351.794,3075.461,2296.937,2775.459,4512.348,2114.87,2734.065
"BT_1311",114235.044,149963.554,169311.421,63928.926,74392.847,61311.571,32079.031,48186.271,30740.026,11864.69,8147.049,11491.599,20964.972,11175.565,14193.73
"BT_1312",8110,11873,12400.999,78377.547,88907.134,66855.882,666336.525,825214.345,603495.008,129537.611,95337.432,114256.863,173791.028,101186.004,127902.361
"BT_1313",716,1532,1597,3204.164,3727,2821.705,1117.003,1048.004,756,107,98,103,141,85,46
"BT_1314",1911,2183,2412,4776.884,5039,4042.295,2074,2611,1987,279,237,454,134,78,93
"BT_1315",2362,2476.135,2554.102,1770,1524,1360,416,692,531,25,24,0,137,71,73
"BT_1316",832.122,1274.711,1697.64,911.487,967.647,561.435,248.727,209.896,183.981,117.955,100.873,171.007,509.02,202,267.002
"BT_1317",699.878,1479.289,1470.36,1954.513,1758.353,1447.565,937.273,1329.104,1187.019,390.045,248.127,191.993,553.98,288,462.998
"BT_1318",410,457,371,3478.969,3073,2252,119.494,289,258.68,0,44,12,92,54,71
"BT_1319",49,23,33,76.031,84,39,14.506,26,6.32,0,0,0,51,9,2
"BT_1320",114,180,199,633,763,425,113,251,226,94,88,188,622,309,457
"BT_1321",192.289,343.119,358.618,1438.352,1553.251,1337.788,945.981,970.28,883.165,206.699,145,115.882,310,161,196
"BT_1322",216.711,295.881,316.382,2254.686,2914.51,1944.984,1780.019,1316.72,1031.835,366.301,209,354.118,152,85,94
"BT_1323",56,161,137,1982.962,2082.239,1503.228,858,388,382,83,165,69,104,61,105
"BT_1324",79,109,96,651.221,763.225,546,160,139,107,0,11,14,54,32,30
"BT_1325",13729.297,16337.44,16853.491,11274.779,12463.775,9124,1661,1861,1352,129,42,126,357,239,232
"BT_1326",3105,4583.336,4720.013,1855,1870,1387.602,102,70,78,69,17,13,150,71,90
"BT_1327",603,684.767,654.987,205,310,183.398,14,0,20,10,0,0,47,7,36
"BT_1328",10139.932,11720.346,10699.729,14522.938,15001.434,12822.625,81,86,103,68,70,27,311,142,207
"BT_1329",18224.068,27672.769,24205.109,37356.423,34226.566,27100.375,831,919,571,53,53,220,509,206,304
"BT_1330",2107,2325.667,2125.211,7042.028,7845.009,6224.406,171.932,164,136,53,19,53,63,34,43
"BT_1331",3368.006,4991.233,4912.842,7713.65,7234.069,5475.374,1385.418,1982.81,1194.395,194,114.446,126,367.729,224,286
"BT_1332",4446.756,4418.743,4283.173,9155.93,10079.169,7690.838,443.525,620.766,408.522,7,42.554,0,218.269,134,108
"BT_1333",9016.238,13799.847,13718.175,12213.309,12979.065,10963.072,313.125,294.423,230.083,73,90,84,563.002,269,381
"BT_1334",1824,2635,2731,9262,9663,7792,16784,23841,15537,1563,1164,1850,3248,1794,2247
"BT_1335",2886,3610,3791,1846,1945,1617,361,411,449,7,129,65,114,75,65
"BT_1336",759.561,4015.701,3477,9966.042,12072,8799,951,531,490,250,303,54,1148,549,621
"BT_1337",4295.439,6215.369,6012,1823,1869,1405,207,223,178,197,129,100,166,62,118
"BT_1338",1127,1032.684,1023,568,527,392,42,99,62,14,9,64,84,25,33
"BT_1339",1323,1483.038,1261.452,1027.652,841.33,642.39,278.783,114.103,139.302,44,43,63,130,27,72
"BT_1340",1243,1200.849,1003.685,1018.585,748.243,674.362,1034.174,1314.806,1058.513,96,63,171,99,40,43
"BT_1341",2247,3430.048,3242.898,3130.419,3050.427,2323.316,1076.043,1518.091,1196.184,156,92,91,144,112,179
"BT_1342",2041,2194.466,2207.893,2230.355,1941.018,1470.484,188.001,253,137,16,28,38,64,44,66
"BT_1343",1688.65,1455.79,1013.028,1421.254,1069.221,988.617,78.999,78,81,66,12,12,32,9,35
"BT_1344",2674.29,2714.972,2286.114,3178.673,2364.979,2027.775,159,130.018,113,27,43,64,55,39,47
"BT_1345",1665.768,2006.352,1568.949,3319.541,2565.527,2031.777,134,130.982,98.113,77,45,42,71,23,21
"BT_1346",2825.141,3298.714,2748.561,4579.897,2986.849,2565.371,236.807,424.957,265.229,80.497,72,43,35,38,67
"BT_1347",2631.151,1969.392,1905.923,3016.973,2764.394,2375.907,534.218,482.08,414.669,77.503,59,60,75,10,23
"BT_1348",2417.052,2220.893,2035.933,1797.667,1811.57,1293.61,236.64,230.27,131.056,60.934,33.944,62.27,46.003,32,32
"BT_1349",714.948,1289.536,1521.37,748.203,898.441,658.39,99.335,290.694,217.933,52.066,26.056,48.73,36.997,22,24
"BT_1350",1828.542,2096.515,2025.717,3049.382,2692.53,2269.834,77.417,158.861,116.172,35,49,35,104.004,64,40
"BT_1351",1080.458,1673.958,1565.83,3072.708,2580.47,1982.75,103.583,161.139,127.828,35,5,90,67.996,25,24
"BT_1352",1728.872,1430.397,1023.023,3792.564,2524.736,2397.42,143,239,113,47,39,94.737,60,47,16
"BT_1353",3912.817,4121.796,3531.438,4564.683,3569.917,2879.508,563.512,655.366,576.403,183,183,219.263,66,57,51
"BT_1354",2799.924,2198.572,1773.768,5752.639,3154.969,2529.702,196.679,211.634,237.597,20,60,77,66,37,62
"BT_1355",4485.794,5157.051,5154.265,3281.499,3026.422,2341.617,1426.272,1810.823,1118.944,459.25,297,340,208,155.698,127.623
"BT_1356",39858.531,54386.076,59262.125,36347.807,41008.921,31113.096,1231.774,1328.699,1264.703,282.777,219,220,588,282.302,316.377
"BT_1357",138112.511,103383.143,76049.171,113642.889,214897.973,136902.223,68456.454,7790.654,12703.925,2827.361,6132.693,2143.965,9837.455,2713.895,2883.718
"BT_1358",31292.946,37118.858,38162.084,33008.262,35158,25534,18540,20994.993,14384.823,3697,2743,3768,3433,2127,2963
"BT_1359",10149,16996.128,18284.112,12695.155,14114,10473,984,669,609,548,408,535,691,318,556
"BT_1360",6114.78,8180.847,9043.592,6284.985,6537.649,5153.517,53,47.75,70.573,26,19,34,158,80,85
"BT_1361",9132.033,12914.883,14325.411,11188.388,12611.009,9214.854,195,201.25,139.427,151,110,126,325.09,179,195
"BT_1362",19069.964,27338.331,29441.037,30924.715,35181.183,25540.312,9562,7893.81,5375.217,1281,1636.689,1054,754.917,490.813,596
"BT_1363",4186.894,5610.396,5604.627,4332.813,4545.915,3373.836,270,235.374,202.783,74,85.311,34,115.993,66.187,51
"BT_1364",28682.988,36764.544,40741.712,19572.945,20522.342,16334.82,2942,3579.817,2682,284,141,351,682,356,370
"BT_1365",11047,16679,14539.738,4635,3956,3015,697,745,620,171,179,187,351,326,427
"BT_1366",2720.224,4585.458,4570.984,26612.51,27590.863,21188.596,831,814.237,691,175,39.003,49,149,42,114
"BT_1367",1997.776,3854.591,3745.694,5950.911,5888.203,4756.008,557,517.306,333.602,88,89.997,137.12,131,49,51
"BT_1368",9578,16196.594,17192.994,38316.893,44865.844,31616.397,4314,3832.458,2823.398,1721,913,1497.88,962,458,732
"BT_1369",6975.004,10953.11,11709.454,5068.218,6246.123,4969.201,4505,1439.139,2438.811,147,136,235,193,134,181
"BT_1370",26036.996,34022.546,35480.954,9855.959,13049.877,9332.799,2353,2291.861,1786.083,118,147,286,258,200,282
"BT_1371",6708,9267.061,9338,3426.849,3612,2837,1581,2178,1678,143,120,172,863,425,457
"BT_1372",453,597.218,650,174.151,257,171,28,54,18,0,3,29,27,11,10
"BT_1373",156761,196465.029,224005.571,137245.726,158369.465,130232.482,3926,6506,4187,306,242,501,1952,1020,1255
"BT_1374",7447.136,9837.759,11079.212,2504.572,3057.998,2372.988,72,94,117,52,30,39,82.221,41,51
"BT_1375",36750.314,40476.072,45024.073,13140.638,15049.126,11657.83,1663.949,1697.628,943,484,263,351.624,767.779,348,458
"BT_1376",10395.961,14986.687,16155.122,9187.93,9837.618,7046.751,2372.902,1789.64,1352.328,333,290,306.376,517.557,217.002,454
"BT_1377",13419.039,15258.218,15620.013,18646.36,19085.057,13253.436,3302.149,5417.733,3417.672,282,220,296,413.443,309.998,336
"BT_1378",1947,3998.431,4269.137,3095.472,3181,2282.999,124,125,87,1,13,45,43,35,54
"BT_1379",1233,3154.996,2946.001,2434.61,2613,2129.006,47,66,80,15,83,46,80,49,73
"BT_1380",32111.108,38901.64,43281.963,8674.352,11562.247,8338.461,1185,1474.141,830,188,66,119,75,50,64
