"","GC124697","GC124698","GC124699","GC124700","GC124701","GC124702","GC124703","GC124704","GC124705","GC124706","GC124707","GC124708","GC124709","GC124710","GC124711"
"BT_1461",48,111,100,138,55,33,27,15,22,0,0,0,0,0,0
"BT_1462",72,42,82,46,32,54,79,17,76,15,0,10,12,25,20
"BT_1463",106,167,274,310,214,206,255,237,370,59,14,39,18,59,50
"BT_1464",168,234,470,562,341,429,177,241,320,0,2,0,0,0,8
"BT_1465",1212,752,1019.805,1749.453,1720.328,1838,433,501.372,494,237,367,210,31,215,70
"BT_1466",259,201,256.195,388.547,347.672,369,57,84.628,113,8,0,7,0,33,0
"BT_1467",13,4,18,55,64,71,7,30,35,0,0,17,0,3,0
"BT_1468",6,1,1,18,35,12,9,15,0,0,0,0,0,0,0
"BT_1469",654,668,859,699,389,603,136,355,252,98,102,150,20,29,43
"BT_1470",26,39,41,6,5,7,0,0,0,0,0,0,0,0,0
"BT_1471",2565,3424,2959.272,4954.59,3960,4373.431,191,92,215,67,39,67,0,34,20
"BT_1472",13008,8724,10131.735,11537.41,10484.133,13158.52,94,209,169,30,60,134,8,102,55
"BT_1473",382,326.192,682.291,964.769,1014.266,945,95,84,31,18,65,18,0,38,35
"BT_1474",3320,2530.808,3402.002,3554.231,3077.734,3233,694,706,1158,144,199,309,42,192,107
"BT_1475",12953,8121,11249.775,5543,5060.527,4765,114,107,138,19,73,38,24,30,5
"BT_1476",17338,18572,22766.001,13637,12397,14548.911,231,476,399,82,34,96,18,63,59
"BT_1477",5622,4654,7369,16367.16,16394.857,19601.496,3190,5121,4824,3423,4220,6035,1367,7639,3385
"BT_1478",939,1324,1773,819.436,510,573,26,41,48,95,1,94,113,186,112
"BT_1479",6123,4298,8355.916,8973.564,8115.995,8808,187,239,282,106,169,109,34,214,148
"BT_1480",1978,3097.153,4874.853,4355.978,2656.005,3681.336,1306,1768,2736,228,256,365,68,578,363
"BT_1481",17339,9353.042,11557.231,43554.022,46317.764,48099.717,6134,8835,8728,1652,2702,3032,288,1352,625
"BT_1482",1013,983.766,1156.221,3406.063,3226.972,4542.671,1165,2354,1711,105,310,355,87,232,93
"BT_1483",432,622.234,733.772,1358.937,832.028,1333.329,42,113,117,28,8,21,10,115,20
"BT_1484",4442,5668,6661,8928,7216,8613.118,3828,7403,7440,1312,1410,2217,307,1036,603
"BT_1485",464,1460,2370,1389,710,1031,377,913,962,14,15,43,0,119,86
"BT_1486",74687,37638.252,55501.541,22148.004,16744.585,17084.817,902,1113,1306,840,982,913,101,522.978,275
"BT_1487",2532,7710.369,7752.496,2963.445,1024.363,1604.183,40,79,157,79,89,99,55,271.022,181
"BT_1488",2846,3973.379,7378.752,4382,3999.637,4862,125,241,194,151,135,228,120,620,335
"BT_1489",4618,5737.996,6689.346,6010.583,4199,5678.096,197,439,551,184,428,495,48,586,292
"BT_1490",5909,5095,9093.991,10356.698,8431.81,9612.85,455,545,438,73,130,178,58,297,176
"BT_1491",1734,2685,3804.104,2727.72,690.385,906.209,37,25,39,49,14,58,0,186,75
"BT_1492",435.259,1028,1880.001,555,430,693,856,1293.593,1608,246,270,493,224,1382,468
"BT_1493",1959,1521.359,1753.293,1551.984,1108.704,1632.612,66,116.407,69,61,112,162,57,306,150
"BT_1494",5779,1457.641,2769.707,14344.938,20608.296,24573.388,744,2663,1059,335,236,492,20,386,208
"BT_1495",1992,1580,4857.417,3222.698,2917.805,2552.017,31,23,102,20,31,40,0,82,26
"BT_1496",3864.241,3864,6278.875,4622.302,3271.195,3402.983,81,47,79,14,35,14,0,44,35
"BT_1497",1855,1841,5931.821,8028,7164,6610,2578,2288,3466,50,111,129,0,145,33
"BT_1498",2099,1338,3221,2785,2768,3003,1025,1005,1646,81,112,214,91,264,144
"BT_1499",29943,27544,31763.877,5384,3302,4199,583,640,868,673,793,1783,432,2868,1118
"BT_1500",49558,62292.862,56893.229,25817.715,20454,26155.397,1354,2165,2215,831,1047,1407,286,1207,638
"BT_1501",52,109,59,152,162,157,39,37,57,0,0,17,0,7.667,3
"BT_1502",123,194,227,123,73,108,124,158,129,10,24,59,15,106,68
"BT_1503",256,453,456.002,985,966.001,1007,492,364,996,0,28,22,0,15,16
"BT_1504",29,7,16,13,44,26,41,25,39,24,4,0,0,6,0
"BT_1505",75,72,101,92,92,79,97,75,93,49,33,43,0,111.333,29
"BT_1506",9,3,10,0,2,2,0,4,6,0,16,0,0,0,0
"BT_1507",442,665,741,570,511,628,195,266,310,0,45,88,21,168,58
"BT_1508",0,0,3,21,38,20,5,0,19,0,0,0,0,0,0
"BT_1509",2050.978,1153.527,2293.05,3901.402,5256.057,4855.508,617.363,512.955,778.396,9,46.498,42.421,0,26.974,0
"BT_1510",4268,2847,3842,2151,1909,2162,2094,2570,2761,334,178,306,33,375,156
"BT_1511",12,9,13,5,15,12,1,0,21,8,8,0,0,8,7
"BT_1512",225,262,272,345,344,412,96,157,227,45,15,20,2,65,49
"BT_1513",1513.022,972.473,1633.041,3905.598,5561.942,4761.505,431.637,278.045,561.604,0,14.502,39.579,0,46.026,23
"BT_1514",4,1,25,0,0,1,0,1,10,0,19,0,0,0,0
"BT_1515",0,1,10.479,0,0,0,0,4,0,0,0,0,0,0,0
"BT_1516",53,41,64.521,60,49,43,19,6,28,0,0,12,0,0,0
"BT_1517",441,274,575,313,311,485,930,1949,1395,879,1131,1536,266,2088,944
"BT_1518",140,96.99,138,86,80,115,157,401,251,149,85,188,47,190,110
"BT_1519",293,269.01,208,148,117,125,38,95,77,211,318,510,88,705,238
"BT_1520",0,0,8,0,0,0,0,0,0,0,0,0,15,36,21
"BT_1521",2131.332,1870.253,2544.279,879.082,602.242,602.594,15,14,6,0,7,7,0,0,11
"BT_1522",3891.668,4456.152,5917.355,3392.905,2480.494,2635.406,48,46,40,0,20,18,0,12,0
"BT_1523",686,1187.965,1599.082,967.268,419.425,503.86,0,0,4,0,0,4,0,6,11
"BT_1524",221,283.319,1308.207,1330.077,716.858,682.769,20,8,11,0,0,0,12,0,10
"BT_1525",802,1454.9,2397.171,1827.218,1081.22,1004.144,67,37,69,0,0,0,0,10,5
"BT_1526",32388,49144.104,55498.391,41194.45,24968.762,31560.452,4053,4569,7234,357,577,761,91,903,318
"BT_1527",3717,2499,3478.61,1260,1024,1041.688,180,172,140,13,52,66,15,79,23
"BT_1528",1106,1271.133,1703.661,1393.069,869,1020.312,33,32,41,13,32,47,32,74,41
"BT_1529",9350,7074.443,11412.796,7430,7388,8257.112,868,1576,1640,229,420,245,81,363,158
"BT_1530",31462,17128.424,25708.163,9759.35,9466,9137.888,370,722,798,82,121,201,0,143,75
"BT_1531",6967,6345,8879.389,2963,2545,3116.321,305,472,470,106,88,154,0,83,111
"BT_1532",2464.994,2920.174,4349.477,855,577.856,685.512,63,34.992,55,37,14,34,0,31,20
"BT_1533",3027.006,3082.826,4610.762,850.002,642.88,676.195,58,96.008,87,54,17,26,17,60,21
"BT_1534",234,475.166,1165.157,253.956,78.249,93.293,2,4,20,0,0,9,0,32,0
"BT_1535",2353,2090.834,4244.85,735.043,541.704,562.214,77,52,63,0,8,13,0,18,0
"BT_1536",1453,3025,8708.906,2937,1893.311,2139,791,784,1561,29,28,37,10,36,98
"BT_1537",27765.423,20495.841,26171.221,126509.217,138886.333,126692.276,1560,1296.996,1528,561,508,678,168,934,384
"BT_1538",1172.577,2370.358,2567.681,5424.783,3054.27,4379.912,458,1365.004,1321,104,35,115,90,195,67
"BT_1539",5315,1764.683,2553.979,10952.93,16846.965,13491.978,996,2961,2752.978,326,384,380,43,135,66
"BT_1540",637,857.559,1132.803,694.376,571.829,869.428,147,239.516,373.022,48,48,50,11,50,48
"BT_1541",1175,2319.758,2647.912,554.973,370.215,421.594,96,137.484,110,0,5,17,11,81,19
"BT_1542",29871.497,17689.788,18586.623,88504.925,87609.108,93384.007,2590,3499,3731,1067,1633,1834,290,1410,700
"BT_1543",6075,4976,6874.621,9044,7669,6770,1313,1037,1429,291,246,200,0,55,13
"BT_1544",2743,2168,2786.993,3891.313,3399.278,4085.423,806,1711.963,1516.509,1089,1507,1660,197,802,512
"BT_1545",184,163,328.372,342.687,278.722,261.577,27,41.037,28.491,0,16,0,0,95,20
"BT_1546",106,141,208,33,40,66,43,19,11,11,0,0,16,40,62
"BT_1547",428,342,493,625,375,391,161,124,139,14,12,39,14,36,6
"BT_1548",8036,12352.794,17434.248,23599,14553,16892.542,4798,4667,9609,735,1065,1671,378,2138,804
"BT_1549",4968,4647,6211.477,5450.843,4638.951,5926.933,489,1386,793.465,265,565,567,53,547,312
"BT_1550",3684,4074,7059.814,10850.157,8730.605,9486.212,1548,2358,3469.535,230,274,366,103,397,224
"BT_1551",4477.621,8576.293,9768.413,2997.096,1710,1935,89,124,246,45,50,50,17,70,18
"BT_1552",30174.379,20878.275,26143.61,1757.266,1439.971,1735,73,118,87,57,46,6,13,66,38
"BT_1553",2204,3301.432,4135.881,181.638,136.029,191,1,11,13,4,0,0,34,40,2
"BT_1554",558,597,883,1117,980,1194,6829,10174,12657,1246,1706,2366,580,3103,1403
"BT_1555",12668,7054.229,7664,31835,38663.755,38686.33,11373,19457,13335,2820,3811,4090,280,1114,628
"BT_1556",473,345,924,2571,2721,3628,237,377,448,86,51,39,0,41,24
"BT_1557",1485.087,997,1980.086,1782.18,1996.61,2413.476,732.178,1211.17,1074.302,60,158,193,0,116,53
"BT_1558",6814.339,4570.368,7688.563,6898.834,7262.638,7352.104,4676.64,5916.305,8828.085,709,629,839,100,483,343.964
"BT_1559",1177.574,1945.632,2505.32,886.986,540.752,762.42,2242.182,2682.525,4201.613,210,235,309,13,215,109.036
"BT_1560",10909.641,15375.105,20348.097,8564.473,6060.443,8136.672,443.001,830.43,932.247,572,463,884,386,1540.248,794
"BT_1561",3040.359,4480.101,7703.048,3890.527,2656.557,3351.328,465.999,682.57,949.753,137,67,119,8,132.752,115
"BT_1562",741,498,1462,1178,1377,1340,266,314,399,25,111,191,16,75,57
"BT_1563",10074.663,6978.284,11038.898,1453.605,1385.754,1730.115,41,87,74,23,70,122,0,149,66
"BT_1564",3137.337,3475.716,4348.102,723.395,510.246,715.885,0,13,27,20,51,38,31,54,15
"BT_1565",287,100,144,124,166,76,23,16,13,0,5,12,0,0,0
"BT_1566",31437,18473.613,35127.222,12935,12706.75,12297.008,606,768,745,335,387,400,12,273,103
"BT_1567",4623,9247.214,11247.685,2959.703,1749.25,1823.954,198,209,397,45,37,52,12,114,23
"BT_1568",341.952,197.203,351.769,597.584,741.684,650.726,149.111,130.357,152.372,13.372,13,10,0,16.434,0
"BT_1569",1206.048,867.797,1965.231,8256.403,8715.316,6297.274,3430.889,2141.643,3792.628,315.628,435,353,36,188.566,59
"BT_1570",443,701,814.061,184,173,209.921,17,113,63,73,17,8,0,25,26
"BT_1571",24,58,143.939,1,12,2.079,0,0,4,0,0,0,0,0,0
"BT_1572",9884,10347.64,12188,4941,5256,5543,3105,3354,3576,883,1464,1887,490,2071,832
"BT_1573",2557,1967,1897,17942,13015,16108,587,845,825,343,516,638,285,910,525
"BT_1574",645,1527,1859,3798,1919,1753,107,137,226,8,17,68,11,50,24
"BT_1575",24928,22629.953,18096.033,5910,4662.956,6128.968,156,330,264,23,63,84,68,108,176
"BT_1576",16948.895,11862.25,11812.859,34263.856,28120.071,37689.067,2074,3550.092,3147.859,757,876,1383,304,1365,653
"BT_1577",1518.105,1258.566,1226.177,2458.895,2552.335,3303.553,174,786.908,433.141,194,175,335,33,257,114
"BT_1578",1050,709.965,789.945,991.424,533.747,1067.607,74,169,138.998,39,35,97,43,182,123
"BT_1579",5071.984,6022.914,8313.282,11236.938,6527.48,8652.251,845,1387.288,1766.002,516.888,430.757,917.992,391,1544.978,708.441
"BT_1580",8647.016,3202.684,6061.797,4557.512,4997.413,7201.49,77,168.712,151,142.112,85.243,224.008,70,379.022,172.559
"BT_1581",879,506,953.072,547,660,465,87,59,76,15,48,39,13,143,35
"BT_1582",320,540,1099,814,362,539,71,153,184,0,14,27,0,51,12
"BT_1583",2631,2987,6376,20701,16353,14626.28,12489,9889,16166,4930,5527,5191,1120,4281,2241
"BT_1584",22,34,93,43,33,24,0,8,11,0,0,0,0,0,0
"BT_1585",78,141.002,224,76,40,37,13,23,26,0,11,9,13,48,0
"BT_1586",9,41.998,41,15,10,13,11,0,0,14,8,6,0,0,7
"BT_1587",504.806,607.169,619.495,559.372,316.446,363.234,170.685,147,302.811,10,72,68,1,62,46
"BT_1588",673.194,528.831,732.757,534.628,521.554,447.783,887.315,451,1027.189,40,38,34,0,34,11
"BT_1589",0,0,3,5,0,0,4,0,0,0,0,0,0,0,0
"BT_1590",152,246.004,410,83,82,93,401,362.295,696.606,100,57,48,0,69,38
"BT_1591",38,128.996,199,126,58,76,72,85.705,210.394,0,37,14,18,153,94
"BT_1592",21564.609,27444.571,42318.721,23656.792,21569,23911.708,5890,5328,9679,560,786,1288,276,1187,689
"BT_1593",1951,1667,2255,2160,1939,2355,484,682,944,56,158,116,20,149,93
"BT_1594",406,782,941,734,492,696,124,145,205,38,48,31,0,117,51
"BT_1595",12160.214,18289,28881.161,10769,6101.231,9197,284,627,596,309,265,658,638,3482,1812
"BT_1596",583,632,899,131,70,121,21,85,46,3,12,67,0,99,28
"BT_1597",344,857.895,1038.54,532,287,398,49,38,129,0,0,29,9,57,17
"BT_1598",61,212.105,317.932,122,29,77,4,0,27,0,0,0,0,45,46
"BT_1599",1060.087,1773,2706.856,677,592,473,104,107,242,0,0,63,0,64,25
"BT_1600",13797.913,6349,8928.606,5080,6671.544,6177,14,91,81,22,34,56,0,74,48
"BT_1601",53551.386,46256,49203.31,18235,14128.456,18021,2446,4182,3832,1187,1636,2515,743,2495,1094
"BT_1602",1112.73,846.141,628.906,151.834,202.222,318.826,2.761,0,0,0,0,0,104,0,65.624
"BT_1604",1755,1932.9,2769.821,379.822,390,427,79.621,111,119,31,24.88,5,32,42,20
"BT_1605",728,1029.1,1105.496,172.366,89,101.116,15.379,21,17,12,4.12,36,0,69,18
"BT_1606",1748,1852,1909.682,525.812,249,337.884,163,273,165,0,42,26,25,62,16
"BT_1607",1857,2869,4567.668,2651,1855,2596,240,472,555,211,199,297,95,766,353
"BT_1608",32,154,177.071,41,30,18,0,4,0,6,0,6,0,0,0
"BT_1609",544,357,633,144,146,186,10,30,8,0,5,16,0,0,0
"BT_1610",19738,17865,23160.638,14234,13081,13770.045,2241,2877,3711,346,432,506,48,430,220
"BT_1611",14,18,49,48,3,21,35,11,76,0,0,0,0,2,0
"BT_1612",125,158,497,278,162,313,77,142,136,0,0,15,0,38,9
"BT_1613",3632,6142.127,14457.061,5104.049,2743.997,3445,1273,2070.995,1995.699,1871,2058,5590,1954,12050,4959
"BT_1614",33,79,359.306,196.951,151.003,145,109,63.005,170.301,47,14,62,28,215,89
"BT_1615",5168,7273.78,8455.936,14703.933,10619,13460.999,3962,6686,8501,1660,2567,3996.852,1008,5629,2283
"BT_1616",34,163.22,155.064,57.039,30,94,11,9,56,0,0,28.148,6,20,60
"BT_1617",102,84,279,407,278,285,77,73,107,0,6,0,0,0,4
"BT_1618",65,163,213.629,150,100,96,49,99,140,0,13,0,0,13,39
"BT_1619",196,255,377.063,89,52,111,8,76,71,28,0,42,0,61,29
"BT_1620",84,62,85.324,27,44,34,10,8,11,9,0,0,0,26,23
"BT_1621",421,371,473,486,400,382,194,221,128,18,14,20,0,18,10
"BT_1622",486,322,432,453,438,576,42,47,43,10,13,5,11,6,22
"BT_1623",2890,2817,3061,9050.108,8299,8891,360,259,506,87,97,103,30,118,80
"BT_1624",3316,2877.771,4560.596,1224,1367,1432.05,891,956,1250,1245,1681,2280,529,2327,1198
"BT_1625",1802,2666.229,5733.582,2032,1703,1874,2805,2435,4623,220,210,435,117,583,347
"BT_1626",3670,2452,4537.4,756,714,641,164,158,164,69,103,86,45,67,34
"BT_1627",1290,1203,2016.154,323,391,465,256,181,186,142,69,130,12,63,44
"BT_1628",1759,2160,2769.614,979,1046.011,1050,437,528,727,53,98,141,20,117,52
"BT_1629",113,206,394,79,48,44,25,32,90,0,5,10,0,8,0
"BT_1630",272,275,620.221,70,29,61,29,31,67,0,9,0,0,0,5
"BT_1631",1262,1465.921,2941.779,316,273,261,11,70,87,27,53,24,0,18,0
"BT_1632",3022,2310,3253,257,250,180,79,106,147,9,5,9,0,6,12
"BT_1633",1339,1055,1956,1627,1763,1629.547,161,154.187,215,314,330,622,59,502,312
"BT_1634",2368,2639,3379.46,2153,1874,2116.453,242,390.813,375,310,306,440,113,509,221
"BT_1635",9897,7349,11935.775,6689,8344.77,9541.754,742,2171,2284,333,331,469,136,543,206
"BT_1636",1221,1149,1820.226,816,572.23,613.246,43,45,35,8,33,84,8,114,37
"BT_1637",1,7,18,2,3,2,0,12,13,0,0,0,0,0,0
"BT_1638",53,74,64,127,135,130,0,31,27,0,8,0,0,31,0
"BT_1639",599,452.47,498,189.635,208,260,58,215,169,118,107,143,75,152,109
"BT_1640",4,20,22,30,18,24,20,9,4,0,0,0,0,0,2
"BT_1641",1,0,3,1,4,0,0,4,4,18,9,0,36,0,13
"BT_1642",1205,2874,5627,6365,2979,3898,3264,3407,5218,261,254,666,340,1555,468
"BT_1643",15,4,8.842,11,0,3,13,5,11,0,0,0,0,0,0
"BT_1644",10,35,81.158,50,26,26,42,22,35,0,8,0,2,0,0
"BT_1645",414,271,355,184,234,184,31,17,41,39,30,49,21,51,9
"BT_1646",88,85,140,124.03,69.412,46,33,24,125,10,29,18,21,47,15
"BT_1647",62,29,86,88.14,47.06,51,44,22,94,13,7,30,0,4,17
"BT_1648",43,32.036,139.237,73.83,37.799,24,31.27,63,139,0,12,11,0,15,0
"BT_1649",1109,555.964,775.763,598,619.729,718,226.73,130,269,70,88,78,0,89,15
"BT_1650",175,222,338.012,203,129,77,117,40,121,0,9,12,0,9,21
"BT_1651",185,156,308,162,102,165.005,140,44,184,0,0,8,8,9,2
"BT_1652",20,130,143,116,41,26,30,25,48,0,0,0,11,19,19
"BT_1653",181,149,225.162,223,239,216,570,314,467,135,236,173,0,58,11
"BT_1654",3994.097,2371.89,3085.284,2203.424,2073.257,2336.019,50,86,103,16.37,18,14,19,11,21.963
"BT_1655",15997.062,4512.111,4230.316,9625.505,11368.601,10776.333,1797.802,8804.821,2933.376,675.054,953.327,1823.399,140.896,574.382,380.883
"BT_1656",2037.868,1330.272,2307.094,1279.999,1260.477,1348.674,120,172,203.448,0,23,0,30,25,0
"BT_1657",190.977,166.849,132.74,1527.228,1471.867,1483.242,265.421,409.844,554.979,126.852,122.487,105.278,0,116.047,65.125
"BT_1658",2070,2344.857,4065.881,104976.729,140551.518,115940.97,54770.865,50255.71,55753.053,4109,4324.139,5633,1143,4732.616,2352.237
"BT_1659",2038,5769.949,5445.305,10557.181,5874.901,7962.639,2076.275,3387.803,4738.972,1039,1434.861,2269,1017,4838.384,1990.763
"BT_1660",2925,8734.194,10524.361,14203.091,6804.578,10989.351,4421.859,5064.487,7259.975,243,264,501,209,1217,523
"BT_1661",932,1105.108,2490.014,1701,1500.019,1504,507,429,778,90,70,83,45,304,65
"BT_1662",5698,3331.754,4331.29,6905.39,6503.598,7248.811,237,227,284,230,279,566,157,489,272
"BT_1663",14680,10210.632,17712.85,68502.275,67123.541,64821.718,2683,2820,3624,1360,1705,2272,678,3611,1898
"BT_1664",2705,2359.314,4211.621,10652.671,7611.034,8630.797,2831.564,3152.709,4108.239,657,534.052,835,185,787,460
"BT_1665",168,395.686,894.544,2649.329,1378.966,1619.203,874.436,866.291,1778.761,49,18.948,58,17,105,29
"BT_1666",2093,1761,3267.154,5061.011,4917.006,4358.47,4402,3484,4626,1944,2049,2484,705,2588,1105
"BT_1667",634,139,5647.54,29180.989,49421.266,64483.518,890,2762,1684,98,27,200,24,25,31
"BT_1668",1742,1783,3991,1547,1573.003,1540,364,459,513,67,187,160,81,140,95
"BT_1669",8400,11530,15852.953,8281,4883,5913,1041,1609,1909,336,200,416,113,536,237
"BT_1670",1236,1333.078,1545.769,884.055,491,651.008,18,7,35,58,61,31,0,80,41
"BT_1671",15400,6455.758,9551.882,12930.944,14577,17295.181,2245,4706,2554,943,1343,1700,40,575,264
"BT_1672",14534,32518.711,43627.152,23140.001,9679,13273.196,2936,3771,5127,1031,1267,2603,577,4492,1941
"BT_1673",122,226,351.536,215,133.95,155,0,14.343,13,0,0,36,0,37,21
"BT_1674",375,376.446,461.063,343,275.05,331,0,34.657,15,0,0,0,0,45,11
"BT_1675",6004,3653.554,3950.473,15608,15135,17032,10167,18615,20414,2243,2480,3830,1115,6032,3767
"BT_1676",3327,1700,3492.126,2717,3580,3282.787,264,258,358,124,78,148,29,120,27
"BT_1677",739.011,593.323,1383.295,1064.841,982.182,979.396,111,71.513,139,51.999,72,59,0,43,12
"BT_1678",2441.989,1904.351,3848.879,1713.114,1540.818,2070.964,50,145.669,83.52,74.001,119,137,23,161,65
"BT_1679",110,326.469,568.706,352.221,196.961,220.522,72,88.058,82.481,13,24,8,13,6,11
"BT_1680",9631,4458.858,11663.436,27320.824,51474.155,36816.33,6047,5801.76,4926,474,489,614,77,313,132
"BT_1681",2130,1522,3208.063,14085.57,13919,11912.819,10577,8477,15769,1024,995,1046,213,635,297
"BT_1682",44,59,39,64,45,61,27,35,45,37,0,28,11,122,5
"BT_1683",344,151,174,1933,2584,2318,687,727,664,213,156,152,31,77,50
"BT_1684",6023,4859,6059.015,2706,2849,3679.61,135,140,115,0,46,39,0,27,17
"BT_1685",1508.242,1907.981,2315.98,1576.277,788.25,1145.255,738.774,750.766,1037.01,25,58,139,0,182,58
"BT_1686",6561.6,10853.648,14192.256,8533.2,6312.833,7690.691,813.226,1161.15,1459.99,220,341,454,104,728.971,300
"BT_1687",4589.4,6052.806,8568.741,3830.678,2829.25,3288.734,156,262.68,234,175.459,188,170,71,395.029,152
"BT_1688",241.176,1263.801,1169.411,435.072,188.804,262.141,11,22.404,51,20.541,20,53,49,146,76
"BT_1689",22352.81,17841.764,21839.971,19889.772,19597.983,21826.568,281,816,456,418,383,534,164,1032,285
"BT_1690",325,687,1220,594,389,621,90,272,230,63,158,237,174,735,313
"BT_1691",164045.064,131013.561,156409.323,70068.981,75021.201,89779.002,7251.162,8339,10074,1748,2492,3014,1016,4763,1955
"BT_1692",22026,17884,19010.014,4661,3729,4471,276,512,301,170,244,459,134,862,282
"BT_1693",804,1821,1738.243,5840.713,4402.808,6699.649,220,409,589,64,83,95,44,72,100
"BT_1694",12075,8159,7657.019,48912.292,47293.711,55046.334,714,1255,1276,409,498,686,64,588,285
"BT_1695",808,838,911,4414.995,4103.2,5595,40,42,27,38,33,70,34,146,58
"BT_1696",3188,2931,3125.627,3432.668,2863.32,2888,433,473.996,563,717,888,1177,623.293,2864,1242
"BT_1697",1852,2822.199,3521.486,3868.758,3415.237,3670.17,1206.094,2270.308,3312.51,813,1094.001,1960,675.707,3366,2190
"BT_1698",273,497.801,602.887,1203.574,1047.465,989.83,1273.906,1442.696,2218.49,181,321.999,389,27,620,320
"BT_1699",252,251,524.611,898,757.316,615.626,1316,1196,1382,235,290,437,72,238,236
"BT_1700",7125,5001.29,8320.782,11830.04,13019.684,11006.374,7129,5971,9642,873,1126,1123,228,1483,645
"BT_1701",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"BT_1702",1,10,16,8,18,8,9,12,38,0,15,16,0,0,6
"BT_1703",23,30,43,42,55,66,20,21,92,0,23,4,0,26,0
"BT_1704",397,280.53,422,109.365,120,120,53,92,98,6,52,47,9,61,18
"BT_1705",3,0,10,14,6,19,20,23,3,11,0,0,0,0,10
"BT_1706",0,28,24,76,15,32,93,32,90,0,0,0,0,2,5
"BT_1707",2099,1323,3319,3323,2871,2772,2113,2043,2969,21,38,16,9,84,35
"BT_1708",32,62,129,76,20,20,15,13,44,0,0,0,0,12,0
"BT_1709",190,131,207,43,97,68,18,16,42,25,8,7,0,24,11
"BT_1710",48,67,118,72,36,46,7,3,46,11,6,17,0,0,6
"BT_1711",111,46,82.339,14.093,10,6,18,3,13,0,22,19,0,38.707,3
"BT_1712",303,180,289.661,504.907,630,463,40,45,59,30,0,33,0,16.293,0
"BT_1713",0,0,3,0,0,0,0,0,0,0,0,0,0,3,0
"BT_1714",135,165,199,89,85,66,74,16,74,0,3,13,0,31,0
"BT_1715",91,71,97,77.004,24,24,0,16,23,0,0,0,0,0,0
"BT_1716",159,68,170.891,244.996,305.932,229.844,89,81,264,142,188,118,0,24,22
"BT_1717",41,48,146.109,53,44.068,35.156,15,4,37,0,9,19,8,29,9
"BT_1718",865,531,1032.642,571,622.949,596,52,19,27,2,22,32,9,53.997,15
"BT_1719",143,158,249.358,62.177,43.051,38,31,16,28,0,6,10,0,9.003,0
"BT_1720",84,123,348.941,137.823,115,78.299,37,56,61,34,7,31,0,52,0
"BT_1721",189,137,309.202,204,145,97.701,19,19,22,0,6,0,0,58,20
"BT_1722",382,291,745.075,457.874,404,410,100,34,60,0,26,15,26,36,19
"BT_1723",3536.629,1862.788,2988.771,1532.805,1471.901,1650.157,66,101,68,51.63,26,23,0,85,33.037
"BT_1724",11439.035,3338.395,2760.137,4360.378,5155.884,4386.917,958.466,3923.647,1653.115,136.831,161.197,372.646,96.193,189.796,60.366
"BT_1725",1053.132,851.728,1158.564,398.001,428.523,522.396,153,229.085,209.552,0,0,11,0,0,0
