Rowname,Exp,Replicate,Mucin,Species.combi,T0h,T4h,T6h,T8h,T10h,T12h,T14h,T16h,T20h,T24h,T28h,T32h,T36h,T38h,T40h,T42h,T44h,T48h,T56h,T60h,T72h,T86h,T96h,T120h,T144h,T156h,T168h,T192h,T216h,T240h,T264h,T288h
BT_mucin2_rep3_liquid_totalcount,BT_batch_mucin2,3,Yes,BT,2625,31714,NA,340170,NA,1162830,NA,1393330,1466850,1019100,883450,880880,876410,NA,825320,NA,NA,1054640,NA,1085320,1102410,1092760,1108840,1198540,NA,NA,NA,NA,NA,NA,NA,NA
BT_mucin2_rep1_liquid_activecount,BT_batch_mucin2,1,Yes,BT,2146,23640,NA,400810,NA,1139840,NA,1418960,1122060,979120,874350,860460,898770,NA,840550,NA,NA,964230,NA,952260,1253140,1095660,1001220,967930,NA,NA,NA,NA,NA,NA,NA,NA
BT_mucin2_rep2_liquid_activecount,BT_batch_mucin2,2,Yes,BT,2332,28165,NA,357880,NA,1076300,NA,1548000,1355790,1021460,874850,904230,958440,NA,799220,NA,NA,1016380,NA,1060410,1059760,1083280,938090,1000180,NA,NA,NA,NA,NA,NA,NA,NA
BT_mucin2_rep3_liquid_activecount,BT_batch_mucin2,3,Yes,BT,2279,31279,NA,337190,NA,1159970,NA,1386930,1453040,1011180,877590,876470,864170,NA,804760,NA,NA,1035800,NA,1035400,1034030,992260,1030360,1066970,NA,NA,NA,NA,NA,NA,NA,NA
BT_mucin2_rep1_attached_activecount,BT_batch_mucin2,1,Yes,BT,0,18450,NA,52600,NA,420100,NA,429300,289600,579700,319000,331250,154050,NA,177700,NA,NA,207400,NA,238700,444050,158700,158950,655200,NA,NA,NA,NA,NA,NA,NA,NA
BT_mucin2_rep2_attached_activecount,BT_batch_mucin2,2,Yes,BT,0,14550,NA,61650,NA,385900,NA,342450,258100,564650,484450,317350,183450,NA,365200,NA,NA,261950,NA,321200,345550,193900,226850,581100,NA,NA,NA,NA,NA,NA,NA,NA
BT_mucin2_rep3_attached_activecount,BT_batch_mucin2,3,Yes,BT,0,9350,NA,81150,NA,254500,NA,323750,368650,658250,321400,377600,234600,NA,293150,NA,NA,323350,NA,361200,223800,101200,370950,601150,NA,NA,NA,NA,NA,NA,NA,NA
BT_mucin2_rep1_Galactose_abundance,BT_batch_mucin2,1,Yes,BT,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1162713,NA,2276262,2326241,NA,NA,NA,NA,NA,NA,NA,NA
BT_mucin2_rep2_Galactose_abundance,BT_batch_mucin2,2,Yes,BT,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1352388,NA,2180903,2062566,NA,NA,NA,NA,NA,NA,NA,NA
BT_mucin2_rep3_Galactose_abundance,BT_batch_mucin2,3,Yes,BT,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1982024,NA,2028172,2093363,NA,NA,NA,NA,NA,NA,NA,NA
BT_mucin2_rep1_Mannose_abundance,BT_batch_mucin2,1,Yes,BT,54459538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1031889,NA,2263213,2239269,NA,NA,NA,NA,NA,NA,NA,NA
BT_mucin2_rep2_Mannose_abundance,BT_batch_mucin2,2,Yes,BT,66778320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2442058,NA,2213404,1425933,NA,NA,NA,NA,NA,NA,NA,NA
BT_mucin2_rep3_Mannose_abundance,BT_batch_mucin2,3,Yes,BT,63736888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2097915,NA,2098767,2306607,NA,NA,NA,NA,NA,NA,NA,NA
BT_mucin2_rep1_Fucose_abundance,BT_batch_mucin2,1,Yes,BT,44059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83692,NA,73081,75073,NA,NA,NA,NA,NA,NA,NA,NA
BT_mucin2_rep2_Fucose_abundance,BT_batch_mucin2,2,Yes,BT,56291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75885,NA,78448,88290,NA,NA,NA,NA,NA,NA,NA,NA
BT_mucin2_rep3_Fucose_abundance,BT_batch_mucin2,3,Yes,BT,44238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78396,NA,75147,81967,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin1_rep1_OD,RI_batch_mucin1,1,Yes,RI,0.017,0.017,NA,0.015,NA,0.029,NA,0.161,0.329,0.521,0.726,0.655,0.482,NA,0.403,NA,NA,0.32,0.262,NA,0.228,NA,0.23,0.231,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin1_rep2_OD,RI_batch_mucin1,2,Yes,RI,0.02,0.02,NA,0.021,NA,0.049,NA,0.21,0.354,0.548,0.701,0.615,0.456,NA,0.385,NA,NA,0.304,0.258,NA,0.215,NA,0.218,0.209,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin1_rep3_OD,RI_batch_mucin1,3,Yes,RI,0.018,0.018,NA,0.018,NA,0.023,NA,0.056,0.237,0.34,0.569,0.693,0.629,NA,0.47,NA,NA,0.322,0.271,NA,0.217,NA,0.213,0.212,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin1_rep4_OD,RI_batch_mucin1,4,Yes,RI,0.02,0.02,NA,0.02,NA,0.036,NA,0.126,0.299,0.441,0.562,0.562,0.515,NA,0.4,NA,NA,0.305,0.266,NA,0.205,NA,0.203,0.198,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin1_rep5_OD,RI_batch_mucin1,5,Yes,RI,0.013,0.013,NA,0.016,NA,0.047,NA,0.179,0.331,0.52,0.694,0.664,0.478,NA,0.377,NA,NA,0.294,0.25,NA,0.208,NA,0.205,0.2,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin1_rep1_pH,RI_batch_mucin1,1,Yes,RI,6.65,6.61,NA,6.65,NA,6.65,NA,6.53,6.27,5.88,5.63,5.8,5.84,NA,5.8,NA,NA,5.8,5.84,NA,5.93,NA,5.93,5.89,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin1_rep2_pH,RI_batch_mucin1,2,Yes,RI,6.61,6.61,NA,6.65,NA,6.65,NA,6.48,6.27,5.89,5.59,5.84,5.97,NA,5.85,NA,NA,5.89,5.93,NA,5.97,NA,5.97,5.92,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin1_rep3_pH,RI_batch_mucin1,3,Yes,RI,6.65,6.65,NA,6.61,NA,6.65,NA,6.57,6.44,6.27,5.92,5.67,5.8,NA,5.8,NA,NA,5.85,5.88,NA,5.93,NA,5.93,5.92,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin1_rep4_pH,RI_batch_mucin1,4,Yes,RI,6.61,6.65,NA,6.61,NA,6.65,NA,6.53,6.36,6.14,5.88,5.71,5.84,NA,5.85,NA,NA,5.89,5.93,NA,5.93,NA,5.89,5.88,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin1_rep5_pH,RI_batch_mucin1,5,Yes,RI,6.61,6.65,NA,6.61,NA,6.61,NA,6.48,6.32,6.02,5.67,5.84,5.93,NA,5.89,NA,NA,5.93,5.93,NA,5.97,NA,5.97,5.92,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin1_rep1_liquid_totalcount,RI_batch_mucin1,1,Yes,RI,1034,547,NA,393,NA,8100,NA,88210,123960,277790,515970,529630,383690,NA,361880,NA,NA,NA,103485,NA,148230,NA,149910,155180,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin1_rep2_liquid_totalcount,RI_batch_mucin1,2,Yes,RI,1211,666,NA,1001,NA,10530,NA,121800,115620,330760,475350,476250,346690,NA,342810,NA,NA,NA,113670,NA,132260,NA,140720,143000,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin1_rep3_liquid_totalcount,RI_batch_mucin1,3,Yes,RI,1685,703,NA,357,NA,1290,NA,15280,68290,146310,328970,473780,453690,NA,409780,NA,NA,NA,108260,NA,141360,NA,121040,147920,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin1_rep4_liquid_totalcount,RI_batch_mucin1,4,Yes,RI,1407,819,NA,610,NA,6340,NA,67250,126160,217570,408920,419430,338750,NA,293000,NA,NA,NA,106410,NA,113160,NA,141520,127200,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin1_rep5_liquid_totalcount,RI_batch_mucin1,5,Yes,RI,1160,625,NA,580,NA,12810,NA,93210,125330,277720,532010,511630,374660,NA,345230,NA,NA,NA,84555,NA,134400,NA,151650,132750,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin1_rep1_liquid_activecount,RI_batch_mucin1,1,Yes,RI,511,15,NA,164,NA,3950,NA,75840,115960,272940,502510,500270,346240,NA,319180,NA,NA,NA,97855,NA,51150,NA,38280,31990,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin1_rep2_liquid_activecount,RI_batch_mucin1,2,Yes,RI,1071,78,NA,445,NA,6800,NA,106310,112840,321850,450590,449130,316040,NA,306510,NA,NA,NA,107465,NA,48670,NA,40280,32370,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin1_rep3_liquid_activecount,RI_batch_mucin1,3,Yes,RI,978,29,NA,46,NA,450,NA,10940,61340,142680,323110,454010,421030,NA,374890,NA,NA,NA,102045,NA,44750,NA,40270,30060,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin1_rep4_liquid_activecount,RI_batch_mucin1,4,Yes,RI,589,72,NA,228,NA,3800,NA,57180,113800,202540,384830,385120,319480,NA,281190,NA,NA,NA,100220,NA,44640,NA,36530,34480,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin1_rep5_liquid_activecount,RI_batch_mucin1,5,Yes,RI,446,95,NA,356,NA,8470,NA,82580,118690,268800,512030,482100,337180,NA,295160,NA,NA,NA,78325,NA,44840,NA,40770,29000,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin1_rep1_attached_activecount,RI_batch_mucin1,1,Yes,RI,0,1200,NA,750,NA,4250,NA,7550,21300,126550,169250,169400,111200,NA,88350,NA,NA,NA,26600,NA,18800,NA,13750,12350,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin1_rep2_attached_activecount,RI_batch_mucin1,2,Yes,RI,0,2200,NA,4700,NA,4950,NA,13100,19050,68650,124650,65400,43500,NA,59800,NA,NA,NA,11550,NA,18200,NA,14400,15350,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin1_rep3_attached_activecount,RI_batch_mucin1,3,Yes,RI,0,1650,NA,4100,NA,6550,NA,8300,25800,33400,62350,107800,71300,NA,55800,NA,NA,NA,35850,NA,13750,NA,9500,15200,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin1_rep4_attached_activecount,RI_batch_mucin1,4,Yes,RI,0,850,NA,8350,NA,6600,NA,8750,35450,65450,101650,117900,53800,NA,57700,NA,NA,NA,15500,NA,13700,NA,40150,13250,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin1_rep5_attached_activecount,RI_batch_mucin1,5,Yes,RI,0,400,NA,8850,NA,8600,NA,38800,29200,62400,104400,91400,94350,NA,63300,NA,NA,NA,11150,NA,7150,NA,24500,16150,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin1_rep1_Glucose_mM,RI_batch_mucin1,1,Yes,RI,7.99,7.99,NA,7.88,NA,7.91,NA,7.25,6.35,3.5,0.24,0.14,0.18,NA,0.19,NA,NA,NA,0.22,NA,0.21,NA,0.19,0.17,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin1_rep2_Glucose_mM,RI_batch_mucin1,2,Yes,RI,7.96,7.96,NA,7.68,NA,7.81,NA,7.3,5.89,2.94,0.13,0.17,0.21,NA,0.2,NA,NA,NA,0.21,NA,0.22,NA,0.2,0.19,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin1_rep3_Glucose_mM,RI_batch_mucin1,3,Yes,RI,7.7,7.7,NA,7.51,NA,7.94,NA,7.62,6.97,5.86,2.86,0.32,0.15,NA,0.18,NA,NA,NA,0.2,NA,0.22,NA,0.21,0.19,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin1_rep4_Glucose_mM,RI_batch_mucin1,4,Yes,RI,8.05,8.05,NA,7.64,NA,7.87,NA,7.51,6.46,4.48,1.81,0.18,0.18,NA,0.21,NA,NA,NA,0.23,NA,0.23,NA,0.2,0.19,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin1_rep5_Glucose_mM,RI_batch_mucin1,5,Yes,RI,7.98,7.98,NA,7.92,NA,7.83,NA,7.49,6.05,3.37,0.49,0.14,0.2,NA,0.21,NA,NA,NA,0.22,NA,0.22,NA,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin1_rep1_Trehalose_mM,RI_batch_mucin1,1,Yes,RI,0.75,0.75,NA,0.74,NA,0.75,NA,0.7,0.72,0.72,0.68,0.68,0.63,NA,0.6,NA,NA,NA,0.56,NA,0.51,NA,0.44,0.4,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin1_rep2_Trehalose_mM,RI_batch_mucin1,2,Yes,RI,0.75,0.75,NA,0.72,NA,0.74,NA,0.72,0.71,0.71,0.65,0.66,0.62,NA,0.58,NA,NA,NA,0.53,NA,0.49,NA,0.42,0.37,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin1_rep3_Trehalose_mM,RI_batch_mucin1,3,Yes,RI,0.72,0.72,NA,0.71,NA,0.75,NA,0.71,0.7,0.73,0.7,0.68,0.66,NA,0.61,NA,NA,NA,0.55,NA,0.51,NA,0.43,0.39,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin1_rep4_Trehalose_mM,RI_batch_mucin1,4,Yes,RI,0.76,0.76,NA,0.72,NA,0.74,NA,0.72,0.69,0.72,0.7,0.62,0.62,NA,0.59,NA,NA,NA,0.51,NA,0.48,NA,0.41,0.36,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin1_rep5_Trehalose_mM,RI_batch_mucin1,5,Yes,RI,0.75,0.75,NA,0.75,NA,0.73,NA,0.73,0.7,0.71,0.69,0.63,0.63,NA,0.6,NA,NA,NA,0.52,NA,0.48,NA,0.42,0.36,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin1_rep1_Pyruvate_mM,RI_batch_mucin1,1,Yes,RI,8.88,8.88,NA,8.75,NA,8.77,NA,8.52,8.64,7.73,5.29,0.8,0.11,NA,0.09,NA,NA,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin1_rep2_Pyruvate_mM,RI_batch_mucin1,2,Yes,RI,8.72,8.72,NA,8.49,NA,8.74,NA,8.69,8.26,7.6,5.16,0.7,0.1,NA,0.08,NA,NA,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin1_rep3_Pyruvate_mM,RI_batch_mucin1,3,Yes,RI,8.5,8.5,NA,8.38,NA,8.63,NA,8.43,8.46,8.36,7.31,5.43,0.84,NA,0.11,NA,NA,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin1_rep4_Pyruvate_mM,RI_batch_mucin1,4,Yes,RI,8.77,8.77,NA,8.42,NA,8.76,NA,8.52,8.37,8.09,6.89,4.42,0.33,NA,0.09,NA,NA,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin1_rep5_Pyruvate_mM,RI_batch_mucin1,5,Yes,RI,8.84,8.84,NA,8.68,NA,8.76,NA,8.68,8.26,7.75,5.92,1.28,0.11,NA,0.08,NA,NA,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin1_rep1_Lactate_mM,RI_batch_mucin1,1,Yes,RI,0.59,0.59,NA,0.59,NA,0.57,NA,0.58,0.71,1.07,1.72,1.97,1.77,NA,1.73,NA,NA,NA,1.84,NA,1.81,NA,2.17,2.21,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin1_rep2_Lactate_mM,RI_batch_mucin1,2,Yes,RI,0.56,0.56,NA,0.55,NA,0.57,NA,0.58,0.76,1.35,2,2.3,2.15,NA,2.01,NA,NA,NA,2.58,NA,2.7,NA,2.58,2.57,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin1_rep3_Lactate_mM,RI_batch_mucin1,3,Yes,RI,0.57,0.57,NA,0.55,NA,0.58,NA,0.59,0.61,0.77,1.31,2.04,2.12,NA,2.09,NA,NA,NA,2.44,NA,2.22,NA,2.7,2.73,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin1_rep4_Lactate_mM,RI_batch_mucin1,4,Yes,RI,0.6,0.6,NA,0.57,NA,0.59,NA,0.59,0.69,0.98,1.64,2.01,2.12,NA,2.05,NA,NA,NA,2.57,NA,2.64,NA,2.59,2.55,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin1_rep5_Lactate_mM,RI_batch_mucin1,5,Yes,RI,0.59,0.59,NA,0.59,NA,0.58,NA,0.62,0.73,1.27,2.01,2.29,2.08,NA,2.28,NA,NA,NA,2.62,NA,2.66,NA,2.58,2.54,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin1_rep1_Formate_mM,RI_batch_mucin1,1,Yes,RI,1.1,1.1,NA,1.08,NA,1.06,NA,1.02,1.06,0.98,0.88,0.94,0.92,NA,0.84,NA,NA,NA,0.9,NA,0.97,NA,0.97,1,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin1_rep2_Formate_mM,RI_batch_mucin1,2,Yes,RI,1.07,1.07,NA,1.03,NA,1.07,NA,1.05,1.01,0.95,0.82,0.94,0.93,NA,0.88,NA,NA,NA,1.18,NA,0.94,NA,1.1,0.99,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin1_rep3_Formate_mM,RI_batch_mucin1,3,Yes,RI,1.04,1.04,NA,1.01,NA,1.08,NA,1.03,1.01,1.01,0.95,0.92,0.91,NA,0.87,NA,NA,NA,1.18,NA,0.95,NA,0.93,0.97,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin1_rep4_Formate_mM,RI_batch_mucin1,4,Yes,RI,1.08,1.08,NA,1.02,NA,1.05,NA,1.05,0.97,0.95,0.88,0.87,0.9,NA,0.87,NA,NA,NA,0.88,NA,0.95,NA,0.93,0.94,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin1_rep5_Formate_mM,RI_batch_mucin1,5,Yes,RI,1.07,1.07,NA,1.05,NA,1.07,NA,1.06,0.97,0.94,0.9,0.87,0.91,NA,0.9,NA,NA,NA,1.02,NA,0.94,NA,0.93,0.97,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin1_rep1_Acetate_mM,RI_batch_mucin1,1,Yes,RI,1.98,1.98,NA,2,NA,2.1,NA,2.65,3.89,6.13,8.59,8.87,8.48,NA,8.35,NA,NA,NA,7.97,NA,7.61,NA,6.93,6.49,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin1_rep2_Acetate_mM,RI_batch_mucin1,2,Yes,RI,2.04,2.04,NA,1.96,NA,2.16,NA,2.88,4.06,5.91,7.15,7.43,7.17,NA,6.88,NA,NA,NA,6.44,NA,6.25,NA,5.89,5.22,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin1_rep3_Acetate_mM,RI_batch_mucin1,3,Yes,RI,1.96,1.96,NA,1.9,NA,2.06,NA,2.15,2.89,4.28,5.99,7.35,7.52,NA,7.2,NA,NA,NA,6.7,NA,6.52,NA,5.9,5.55,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin1_rep4_Acetate_mM,RI_batch_mucin1,4,Yes,RI,2.07,2.07,NA,1.94,NA,2.09,NA,2.52,3.31,4.97,6.19,6.88,7.04,NA,6.79,NA,NA,NA,6.18,NA,6.09,NA,5.61,5.22,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin1_rep5_Acetate_mM,RI_batch_mucin1,5,Yes,RI,2.01,2.01,NA,2.03,NA,2.13,NA,2.81,3.72,5.57,6.79,6.97,6.99,NA,6.84,NA,NA,NA,6.15,NA,6.06,NA,5.49,5.14,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin1_rep1_Butyrate_mM,RI_batch_mucin1,1,Yes,RI,0.12,0.12,NA,0.11,NA,0.15,NA,0.5,1.58,3.26,5.42,7.38,7.83,NA,7.77,NA,NA,NA,8.28,NA,8.65,NA,8.98,9.25,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin1_rep2_Butyrate_mM,RI_batch_mucin1,2,Yes,RI,0.02,0.02,NA,0.11,NA,0.15,NA,0.68,1.86,3.81,5.99,8,8.39,NA,8.28,NA,NA,NA,8.88,NA,9.2,NA,9.39,9.78,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin1_rep3_Butyrate_mM,RI_batch_mucin1,3,Yes,RI,0.02,0.02,NA,0.09,NA,0.1,NA,0.16,0.74,1.93,3.86,6.02,7.85,NA,8.18,NA,NA,NA,8.7,NA,9.01,NA,9.25,9.6,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin1_rep4_Butyrate_mM,RI_batch_mucin1,4,Yes,RI,0.1,0.1,NA,0.09,NA,0.13,NA,0.39,1.31,2.84,4.87,6.68,8.3,NA,8.53,NA,NA,NA,8.95,NA,9.39,NA,9.51,9.81,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin1_rep5_Butyrate_mM,RI_batch_mucin1,5,Yes,RI,0.12,0.12,NA,0.12,NA,0.16,NA,0.59,1.64,3.57,5.99,7.83,8.54,NA,8.64,NA,NA,NA,9,NA,9.33,NA,9.61,9.92,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin1_rep1_Neu5Ac_mM,RI_batch_mucin1,1,Yes,RI,1.33,1.33,NA,1.31,NA,1.33,NA,1.32,1.3,1.3,1.25,1.28,1.28,NA,1.26,NA,NA,NA,1.26,NA,1.3,NA,1.28,1.27,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin1_rep2_Neu5Ac_mM,RI_batch_mucin1,2,Yes,RI,1.32,1.32,NA,1.28,NA,1.32,NA,1.3,1.27,1.29,1.22,1.27,1.28,NA,1.25,NA,NA,NA,1.3,NA,1.28,NA,1.29,1.29,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin1_rep3_Neu5Ac_mM,RI_batch_mucin1,3,Yes,RI,1.28,1.28,NA,1.31,NA,1.33,NA,1.28,1.31,1.3,1.27,1.28,1.28,NA,1.26,NA,NA,NA,1.26,NA,1.29,NA,1.3,1.28,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin1_rep4_Neu5Ac_mM,RI_batch_mucin1,4,Yes,RI,1.34,1.34,NA,1.31,NA,1.31,NA,1.29,1.28,1.3,1.29,1.24,1.26,NA,1.26,NA,NA,NA,1.26,NA,1.3,NA,1.3,1.29,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin1_rep5_Neu5Ac_mM,RI_batch_mucin1,5,Yes,RI,1.33,1.33,NA,1.32,NA,1.31,NA,1.31,1.31,1.29,1.28,1.22,1.29,NA,1.29,NA,NA,NA,1.28,NA,1.28,NA,1.31,1.3,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin1_rep1_Galactose_abundance,RI_batch_mucin1,1,Yes,RI,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15836699,NA,9448486,5651775,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin1_rep2_Galactose_abundance,RI_batch_mucin1,2,Yes,RI,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15776625,NA,8688812,4526518,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin1_rep3_Galactose_abundance,RI_batch_mucin1,3,Yes,RI,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15751146,NA,7667304,4630765,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin1_rep1_Mannose_abundance,RI_batch_mucin1,1,Yes,RI,52393552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29514674,NA,29273174,29706712,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin1_rep2_Mannose_abundance,RI_batch_mucin1,2,Yes,RI,56973376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28581286,NA,28615896,29227042,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin1_rep3_Mannose_abundance,RI_batch_mucin1,3,Yes,RI,54730704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28258384,NA,28933754,28344676,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin1_rep1_Fucose_abundance,RI_batch_mucin1,1,Yes,RI,37896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35173,NA,37786,39642,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin1_rep2_Fucose_abundance,RI_batch_mucin1,2,Yes,RI,35662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36501,NA,36420,36413,NA,NA,NA,NA,NA,NA,NA,NA
RI_mucin1_rep3_Fucose_abundance,RI_batch_mucin1,3,Yes,RI,31660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37132,NA,36207,36932,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep1_OD,BTRI_batch_mucin1,1,Yes,BT_RI,0.012,0.036,NA,0.389,NA,0.92,NA,1.118,1.044,0.913,0.842,0.799,0.799,NA,0.783,NA,NA,0.754,NA,0.743,0.749,NA,0.773,0.813,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep2_OD,BTRI_batch_mucin1,2,Yes,BT_RI,0.018,0.036,NA,0.372,NA,0.913,NA,1.116,1.053,0.918,0.828,0.792,0.796,NA,0.785,NA,NA,0.752,NA,0.738,0.742,NA,0.764,0.799,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep3_OD,BTRI_batch_mucin1,3,Yes,BT_RI,0.01,0.032,NA,0.389,NA,0.926,NA,1.129,1.038,0.902,0.828,0.809,0.807,NA,0.798,NA,NA,0.764,NA,0.751,0.753,NA,0.778,0.815,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep4_OD,BTRI_batch_mucin1,4,Yes,BT_RI,0.007,0.032,NA,0.395,NA,0.93,NA,1.127,1.047,0.907,0.821,0.803,0.804,NA,0.791,NA,NA,0.759,NA,0.747,0.755,NA,0.774,0.809,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep5_OD,BTRI_batch_mucin1,5,Yes,BT_RI,0.01,0.038,NA,0.387,NA,0.914,NA,1.118,1.049,0.917,0.821,0.805,0.798,NA,0.79,NA,NA,0.762,NA,0.756,0.757,NA,0.783,0.822,NA,NA,NA,NA,NA,NA,NA,NA
