,GC124661,GC124662,GC124663,GC124664,GC124665,GC124666,GC124667,GC124668,GC124669,GC124688,GC124689,GC124690,GC124691,GC124692,GC124693,GC124694,GC124695,GC124696,GC124697,GC124698,GC124699,GC124700,GC124701,GC124702,GC124703,GC124704,GC124705,GC124706,GC124707,GC124708,GC124709,GC124710,GC124711,GC124724,GC124725,GC124726,GC124727,GC124728,GC124729,GC124730,GC124731,GC124732,GC124733,GC124734,GC124735,GC124736,GC124737,GC124738
BT_4537,7327.572,8262.043,7600.392,1547,1112,1054.916,59,64,45,1452.257,1825.521,1822.908,483.787,57,107,491.406,280,361,2479,1945,5216.577,2654.7,1760.414,1672.422,158,94,129,10,48,27,0,58,37,2681,3419.706,2977.131,3410.74,2541.377,2094.164,292.684,544.336,339.265,52,45,85,80,49,38
BT_4538,9855.959,10927.069,9523.474,4839,5024,5135,116,196,294,3314.074,4392.722,3980.567,332.213,89,97,221,312,253,6760,7836,11599.678,4671.947,3184,3460,102,91,101,76,90,143,105,148,132,7807.753,9703.94,10364.422,3752.139,3946.743,3357.77,155,263.731,209,79,74,31,81,74,68
BT_4539,6018.42,6659.723,6596.104,2109,2102,1752,19,22,75,1428.5,1361.278,1748.976,59,53,10,16,177,2,2985,4340.107,6839.474,1835.962,1032,1273.842,29,20,38.992,5,10,21,0,94,9,4267.7,5143.223,5669.547,2446.645,2546.257,1957.79,163,172,125,54,0,11,45,18,21
BT_4540,1506.81,1906.421,1608.372,328.542,291,274,23,33,69,248.807,182,252.213,29,31,0,76,39,18,885,946.383,1317.898,435.038,186,218.273,24,53,31.008,34,19,9,0,88,44,938.073,1077.171,1040.889,680.001,564.081,551.607,75,115,104,41,16,43,39,13,15
BT_4541,606,859.018,573.002,71,92,40,0,18,8,119,75,90,69,5,0,108,53,11,776,333,743,171,191,183,24,10,36,0,7,22,0,3,7,141,151,115,256,163,219,27,59,17,0,4,10,12,14,0
BT_4542,2280.54,3703.953,2193.328,1897.459,1421,902,74,95,101,1690.368,847,859.584,29,1,0,580,96,19,1421,696.591,1088.122,840,1139,1535.884,81,97,63,63,85,182,33,223,124,1329.227,1068.62,911.564,9727.042,6978.919,5379.463,46,77,26,0,7,0,76,40,68
BT_4543,851.211,1090.172,741.06,121,76,93,16,34,16,104.325,78,89,18,11,0,155,85,12,863,514.92,898.586,186,161,175,22,15,14,17,27,18,0,14,35,73,96,124,103.148,116,132.09,13,44,0,16,0,21,12,2,0
BT_4544,21,15,23,41,15,40,0,15,0,44,45,39,8,0,0,0,0,0,35,21,20,18,21,25,10,3,5,0,0,0,0,18,0,13,12,11,110,131,56,17,0,26,0,0,19,0,4,0
BT_4545,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,16,0,10,0,0,0,0,0,0
BT_4546,40.999,71.239,57.598,245.891,184.648,195.259,26,8,0,106.223,72.492,60.606,12,0,0,33,14,25,91,75,80.568,222.777,163.929,263.761,20,18,9,0,18,0,19,19,8,53,69.307,97.369,84.576,112.498,83.435,6,32,0,0,4,0,4,2,0
BT_4547,65.001,80.761,61.402,269.109,164.352,240.741,6,14,0,77.777,91.508,72.394,4,0,0,4,32,0,48,88,81.432,260.223,182.742,197.239,0,15,8,18,0,17,0,12,0,69,84.693,63.631,124.424,136.502,97.565,0,0,0,0,0,0,1,0,0
BT_4548,91,130,85,123,119,57,0,0,16,40,46,34,12,7,10,0,0,0,25,41,67,88,64.329,99,17,61,8,0,38,0,0,0,0,96,97,82,133,104,93,46,87,54,0,0,0,0,0,0
BT_4549,28,29,26,15,11,13,13,32,10,10,10,22,9,0,0,9,19,14,10,14,24,22,4,15,10,18,37,15,10,14,0,10,10,30,39,33,53,33,43,0,40,0,0,0,0,14,14,3
BT_4550,82,99,93,33,15,13,12,7,50,67,46,65,46,21,0,71,26,14,84,87,211,81,65,79,51,108,61,18,21,36,0,0,0,97,175,143,125.004,195,89,42,59,139,60,1,0,11,8,17
BT_4551,11172.391,12689.202,11682.004,6487,5438,5422,377,223,248,5470.014,4927,4863,433,135,155,505,465,190,7739.093,9574,14719.654,7693,6320,7415,493,638,914,122,137,380,52,425,153,10243,13574,14100,9905.138,9060,7675,962,936,995,147,88,175,210,141,161
BT_4552,4441,5441.518,5944.725,969.13,751,776,299,345,261,1436,1636,1574,762.42,281,242,624.14,350.503,303,1345,2580,4748.741,2547,1627,1812,1193,835,1753,144,157,220,93,491,291,3908,4582.684,4877.612,2700,2587,2197,2009,3034,2152,218,190.81,187,431.094,291,294.334
BT_4553,1827.543,2319.548,1670.886,10466.87,8126.372,10919,1420,1849,1369,23646.299,26637.15,23833.489,2152,483,478,1640.86,1209.497,802,1937,1458,2329.259,23132.521,18107,19036,3157,3150,3743,776,1320,1338,183,870,484,1453,3116.043,3027.388,28692.013,29514,22058.015,3523,2076,1963,920,788.19,684,595.906,322,434.666
BT_4554,4554.352,6098,3869.046,4698,3344.492,4205,264,206,392,4056.25,3188,3347.136,135,129,89,113,127,79,4122,3007,3725.304,5132.74,5514,6813,311,286,393,88,96,330,262,1158,631,3286,3906,3479,12991,13718.595,9924,158,293,211,75,46,23,385,69,182
BT_4555,3925.418,4196.105,2993.577,5430.626,5551.564,5785.9,1100,1133.062,1312,3306.775,3859.857,3889.287,445.001,210.001,383,780.578,551,509,2642.902,3399.64,4084.987,6697.675,3667.169,4558.09,251,311.824,272,585,928,1158,500,2660.973,1355.616,3805.323,4988.492,5077.96,5132.442,5090.905,4032.582,309.579,703.203,377.413,239,176,132,837,319,358.003
BT_4556,2563.68,2617.878,2330.124,2983.019,2728.924,3806.1,294,165.938,252,965.244,1211.347,1334.481,198.999,114.999,19,86.422,63.987,60,1157.098,2390.36,1967.27,2298.015,1032.082,1278.91,78,60.176,88,61,68,163,63,708.027,357.384,1923.677,1903.313,1870.197,2299.527,2569.894,2184.731,276.421,355.964,164.587,121,1,57,166,33,97.997
BT_4557,8797.204,10971.036,11538.295,10573.251,9459,8147,242,239,218,6674.085,6282.795,7491.102,1182,497,364,640,392.013,284,2033,4128,7751.185,12145.57,6645.75,9355,2106,2717,3463,143,124,225,85,523,386,7157.64,9394.196,9008.843,20120.521,17287.23,14218.688,3102,4176.833,3107,114,119,146,472,227,302
BT_4558,3280.677,3363.653,3442.122,1223,1006,847,65,113,4,2449.907,2960.722,2545.721,92.887,42,20,152,0,71,4690.885,2734,5062.646,3837.969,2948,2481.832,380,482,736,79,71,69,0,69,62,3544.352,4461.003,4852.759,2011.673,2147,1637.919,575.514,472.758,460,22,27,28,39,16,21
BT_4559,252.323,328.001,244.878,108,79,80,29,23,0,62.093,95.278,50.279,3.113,5,7,13,2,17,132.115,117,212.364,95.031,58,68.168,21,16,13,0,0,0,8,0,0,159.648,259.997,192.241,147.327,69,101.081,19.486,32.242,30,15,8,0,2,20,5
BT_4560,1603.522,1598.725,1626.73,540.031,445,494,0,13,34,614.387,530,647.011,33,19,10,36.099,26,16,844.228,958.215,1444.433,602,370,427,0,0,58,0,30,9,0,31,20,1261,1485.609,1451,736.085,727,498.472,40,64,28,9,11,0,28,20,14
BT_4561,1179.93,1289.731,1290.605,363.143,379,344,5,19,0,254.088,187.755,273.593,11,0,0,4.901,33,1.076,897.772,901.785,1270.612,432.196,231.228,384.463,0,5,10,0,14,11,0,17,12,851.399,932.849,842,373.24,368,304.528,0,37.876,8,16,4,0,4,8,12
BT_4562,2582.575,2644.22,2368.327,2027.826,1765.525,1396,36,67,81,2015.409,1975.665,2032.363,208,87,48,59,79,67.924,2283,1811,3000.452,3691.669,2865.772,2837.537,60,64,60,65,112,46,0,76,55,1642.601,2493.787,2461,2167.935,2395.999,1576.005,69,54.124,88.509,15,11,28,57,20,29
BT_4563,2035.665,2174.6,1939.109,1352.462,1029.121,651,21,29,4,602.893,378.392,564.489,14.407,0,2,55,14,17,642,597.221,1399.402,667.02,335.413,408.087,16,58,50,0,7,6,0,26,25,819.809,1049.09,1014.16,2248.36,2108.853,1678.172,43.355,96.249,31.427,23,0,0,29.932,7,14
BT_4564,4470.18,4648.512,3879.881,3970.623,4005.924,2832,32,138,48,2203.214,2104.517,2807.064,338.593,98,66,51,187,73,1504,3590.151,4643.66,4550,2056.556,2184.936,207,199,338,81,45,39,35,131,42,4061.192,4721.217,4565.609,4912.628,4718.472,3409.676,607.166,816.161,609.298,43,0,68,84.068,43,58.35
BT_4565,2310.951,2702.444,2824.348,901.915,833.43,704,0,21,0,416.078,451.261,747.661,53,47,5,37,34,10,556,1687.628,2695.441,1042.115,584.031,654.977,167,166,358,0,18,16,0,32,0,1635.999,1709.37,1885.224,1263.752,1184.676,943.146,355.479,527.591,476.767,53,14,5,33,5,14.65
BT_4566,100,99,86.89,52,36,21,8,12,43,22,17,21.907,34,0,0,24,8,0,36,24,39,24,17,50,14,40,25.867,7,16,1,67,48,34,44,55,33,129.746,153,83.09,46,99.022,47,34,8,12,44,24,29
BT_4567,115.172,139,156.11,67,43,61,15,3,0,52,58,49.093,4,6,29,12,0,0,41,32,93,95.571,63,64.708,19,25,72.133,21,6,0,0,9,9,54,90,66,279.254,189,151.91,63,98.978,47.401,0,2,0,3,0,0
BT_4568,312.828,356.001,289,146,117,110,4,2,24,116.157,125,116,25,13,11,25,33,0,340,321,404,156.429,119,183.292,23,58,104,0,15,0,11,32,6,187,220,238,284,242,208,174,147,182.599,24,8,0,29,11,10
BT_4569,367,343.636,290,293,273,229,8,18,0,239.826,181,252.329,141,74,16,30,0,56,202,318,405.498,369,157,201,16,16,52,12,6,0,0,29,0,263,440.297,402.49,531.895,349,289.392,197,160.935,207.057,30,27,14,18,20,11
BT_4570,129.334,128.768,130.737,146,124,115,0,10,0,37.089,53.252,42.977,30,19,0,12,28,1,89,213.275,160.174,65,22,47.006,8,1,0,21,0,0,0,0,9,153.003,180.574,196.524,113.105,123,88.608,68,22.04,8.943,1,2,0,16,2,0
BT_4571,447.68,462.683,423.263,383,322,356,3,10,18,161.159,128.748,229.744,239,366,62,34,43,58,130,353.759,388.128,252,131,184.018,115,170,159,0,0,6,0,8,0,322.997,397.176,387.99,318,357,275,361,333.025,202,25,7,0,22,10,21
BT_4572,79808.184,104994.263,70497.909,103279.243,87041.207,129645.153,1576,2380,2316,73086.859,89159.255,102306.38,1232,867,714,374,1198,1115,57853,107326.548,106668.686,101764.929,57335.772,76521.742,2969,4294,4897,1461,1434,2814,490,2590,1478,57124.917,80254.409,77728.214,112717.705,131607.999,106339.227,1399,1801,1536,354,194,228,597,372,480
BT_4573,888.876,1067.525,781.989,682.538,449.796,544,32,31,13,666.418,377.256,512.387,41,0,0,58,127,36,1205,733.695,1025.089,870,1028.84,1228.255,66,27,35.606,0,16,32,0,39,14,726,993.191,934.073,1388.212,1232,1137.508,29.736,60.548,11.466,26,15,22,16,7,27
BT_4574,337.541,399.637,275.011,283.462,232.273,202,0,11,15,80.582,75.744,91.613,27,9,0,6,0,1,107,256.305,254.731,368,154.16,201.745,24,38,88.394,0,10,0,2,6,6,250,213.809,181.927,463.788,389,367.219,36.264,73.452,50.534,0,16,0,8,9,0
BT_4575,260,292.838,199,19,4,13,0,9,18,23,12,29,3,0,0,17,14,6,112,237,384.18,19,9,9,0,26,20,0,0,5,8,15,17,489,469,420,27,25,44,14,47,26,0,3,0,10,7,6
BT_4576,2629,3591.148,2873,757,550,478,127,218,111,130,135,160,182,82,27,530,32,30,772,1159,1946,816,583,815,268,439,603,52,78,140,0,112,81,1925,1747,1448,1447,1003,855,376,689,569,64,22,0,62,48,64
BT_4579,0,51,39.857,0,23.003,16,0,45,8,374.4,460.203,348.835,0.005,154,81,44,0,0,93.514,111,219.042,1250.034,562.608,489.712,415.735,0,0,0,30,0,0,0,2,0,0.004,228.977,11.901,80,0,332.144,0,103.563,27,0,0,3,6,0
BT_4581,463,605,406,390,297,350,133,324,328,643,522,547,398,117,52,593,295,288,390,375,496,518,592,657,239,408,506,235,297,306,83,434,224,459,572,618,1096,1107,1048,400,626,401,141,162,88,282,158,245
BT_4582,8395.385,8974.437,7693.019,1619,1469,1414,198,138,141,2330,2348,2263,156,64,86,260,201,187,6307,6161,10748,3771,3192,3661,339,297,363,105,165,87,29,325,88,8263,9495,9693.555,1905,1943,1307,160,266,183,79,67,85,170,112,117
BT_4583,4153.087,5126.793,5585.952,3923.556,4143.78,3634.809,1584.044,1862.804,1775.246,3579.96,4294.956,4612.728,5512.329,1880,1567,657.662,1515.485,1789.776,838.099,1902.001,4189.325,8277.884,2720.093,3775.963,3840.46,3714.527,8228.725,1194,1102,2033.446,736,4018.555,1889.844,3027,4610.575,4394.29,9148.203,8711.252,6700.143,7962.295,10742.194,8750.254,1058.068,744.132,1238.982,2398.612,1150.471,1423.007
BT_4584,8558.176,9385.849,7819.823,3659.444,2555.22,3506.191,3070.956,4390.196,3529.754,10997.04,8543.285,7361.58,9321.671,3324,3087,5410.338,9709.515,5862.224,7601.901,3597.999,10838.137,11649.116,13164.907,12858.189,8984.54,9035.473,9507.275,2504,3332,4178.554,768,4200.445,2071.156,4997.293,10898.425,10691.699,18728.631,17063.058,13657.221,4920.705,3371.806,3997.746,2410.932,2309.868,2187.018,3250.388,1782.529,2198.993
BT_4585,7275.048,8147.992,6947.277,5268,4061,5932,457,605,479,7032.095,8053.474,8548.996,1304.1,460,367,476,560,576,5016,5998,8557.005,10325,9003.052,8781,926,1082,1341,318,323,524,112,588,340,6543.707,8878.187,9126,8838,10748,8557,2025,1979,1561,536,393,293,504,167,250
BT_4586,3240.922,3602,2584.144,2853,1842,2683,282,392,252,2273.905,1261,1402.004,134.9,55,145,306,110,205,4751,2100,2785,1895,2825,2981,217,441,195,134,281,366,39,484,200,3286,3175.813,2795,4657,4495,3133,282,247,175,78,51,74,409,277,315
BT_4587,1044.461,1353.921,1022.203,296.001,253.939,288,67,145,126,425.42,479.996,516.451,71,49,13,57.396,72.47,48.809,242,806,1256.424,454,279.205,327.15,77,100,124,81,74,213,25,263,180,987.032,1436.295,1355.701,840.731,699.565,615.541,67.872,110.328,52,9,18,34,153.602,95,109
BT_4588,2936.589,3447.619,3088.143,1493.999,1148.061,1529,225,309,316,1323.836,1682.62,1673.552,44,48,27,97.604,32.53,37.191,2138,2592.074,3107.122,1695.059,1167.963,1515.85,147,185,228,224,146,338,45,690,414,2746.028,3257.266,3359.091,1831.491,2089.514,1654.882,99.128,138.333,159.107,19,19,49,220.398,143,119
BT_4589,82824.609,91149.737,89021.79,18307,11304,27860,1474,1592,1664,21766.331,35686.457,44201.892,1622.824,646,795,1261,906,685,33835,66889.918,84228.927,29043.941,16433.692,18126.003,1745,2387,2337,716,1057,1907,660,2082,915,70624.94,88504.388,106589.157,16733.638,23739.921,17100.577,1794,1852.339,1534.893,566,370,469.531,1057,549,686
BT_4590,1092.04,1307.109,1162,292,273,224,105,139,170,235.047,210,254.143,110.176,10,53,365,41,66,345,368.008,960.761,875.999,612.257,565.997,129,132,233,33,61,83,0,130,23,979,966.022,828,1016.14,582,478,145,105,168,34,11,29.469,106,131,121
BT_4591,15150.337,19735.357,15045.401,4007.649,3372.119,3681.514,263,361,292,2228.652,2617.036,2716.146,1022,214,177,1933.778,518,479,6055.995,7374.828,14706.796,9756.488,3518.943,4137.721,741,689,1134.919,158,179.689,291,179,815,428,9730.315,12392.035,11204.817,10470.925,8470.54,7185.641,2409.16,4150.289,2391.987,487,255,383,876.729,525,629
BT_4592,13086.06,12635.99,14144.878,4133.173,3963.662,5262.486,408,597,538,5615.366,10935.074,9227.132,2767.997,565,549,530.222,487,596,3221.005,6743.573,15645.635,21035.322,9562.674,8920.999,3972.997,2291.987,4717.078,370,356.311,351,150,452.285,155,5938.552,10192.056,10356.277,6862.002,6713.331,5178.698,4556.806,3750.55,4077.936,721,657,632,524.271,273,319
BT_4593,3787.809,4139.309,3956.021,1377.178,1167.219,1437,22,36,19,1580.678,1366.238,1801.935,31.003,7,49,65,40,32,3800.737,4479.501,5278.515,1968.937,941.07,1180.28,37.003,49.013,75.003,31,60,27,0,40.715,2,5379.299,5178.289,4907.275,3153.982,3245.451,2682.595,2.034,71.328,77.077,29,22,23,27,10,11
BT_4594,285.836,278.73,288.723,71,88,106,0,8,0,113.892,150.973,217.343,28,0,0,16,0,0,101.263,141.052,317.632,253.039,90.812,66.97,9.006,9,29,0,0,0,0,5,11,198,337.661,228.685,291.432,320.88,233.991,19,29.833,60,0,8,0,18,6,0
BT_4595,7122.953,8254.297,7571.977,460,340,469,292,451,418,393.953,350.679,442.868,156,81,93,285,177,100,2152,3256.948,4898.38,808.215,503.5,714.031,207.994,343,384,232,382,597,134,809,378,3654,3393.739,3194,1343.786,965.797,996.075,392,253,420,145,118,235,449,273,328
BT_4596,167,282,220,40,38,33,8,12,47,6,12,17,57,12,17,10,10,0,42,142,138,67,35,28,14,14,37,13,21,30,0,0,5,163,109,71,66,50,41,83,114,78,15,28,32,9,13,9
BT_4597,14341,19536.883,13949.081,70346,62052,74795,258594,311164,282699,56747.932,62444.49,73095.728,100584,22784,30909,243412,50012,59432,8155,14523,15823.542,55039,27767,38402.001,268755,313285,557734.981,146510,165356,304604.46,128757,603450,275899,16819.758,22887,22508,131614.544,150892.19,118491.456,472970.966,1094146.883,600899.984,176237,110821,168991,379102,201594,242956
BT_4598,1869.677,1969.695,2000.6,481,413.413,457,42,33,37,241,358.811,413.975,171,71,21,96,28,80,293,866,1844.762,863.55,282.263,303,171,106,254,0,14,14,12,24,14,962.235,1348.002,1422.472,678.916,491.607,379,247.209,286,369.336,22.783,11,17,17,25,16
BT_4599,2376.813,2311.305,2249.667,837,848.587,750,98,84,60,1750.008,1720.189,1580.025,472,139,32,85,382,279,1710,1797,3951.358,2742.45,1831.737,1394,181,206,214,74,60,43,9,80,12,2747.765,2747.998,2711.528,1409.084,1506.393,1229,278.791,287,219.664,117.217,34,127,47,22,31
BT_4600,1845,2246,2239.197,2352,2038.083,2271,118,92,100,1198,1217,1535,136,51,20,48,76,13,639,1747,1696,993,422,682,145,211,227,17,30,71,21,216,101,2538,2049,2100,3689,3795,3163,381,580,512,23,10,19,73,47,112
BT_4601,382,428,461,366,261,295,24,37,19,272,319,355,167,77,33,35,47,16,123,327,531,430,217,347,34,65,112,110,10,25,58,50,16,369,442,446,1121,1124,841,364,375,196,16,38,56,41,20,23
BT_4602,387,435.586,362,119,95,68,87,121,101,291,247,242,600,165,79,1196,232,136,100,181,345,346,233,268,417,355,578,93,66,149,8,149,65,209,222,216,1285,1093.999,847,1278,1529.486,1039,157,220,142,199,191,176
BT_4603,106,153.414,75,101.509,92,72,77,75,21,119,98.071,118,268.795,71,28,859.653,116,107,48,46,78,157,53,68,107,101,250,33,53,71,40,175,61,58,67,54,403.901,346.001,385.052,777.428,724.67,658,70,103,96,63,66,85
BT_4604,88,156,78,80.491,78,40,9,54,0,58.49,41.929,55,169.205,24,0,396.05,167,38,52,37,70,68,16,29,58,21.179,127,28,50,36,8,28,18,28,73,29,240.099,178,206.948,229.572,330.844,221,84,90,116,39,72,93.538
BT_4605,432.566,581.54,436.864,848.817,617,558,532,878,777,788.51,564.576,617,558.283,172,105,3075.897,245.171,191,426,254,341.476,626,464,527,918,1315.821,1704.538,417,487,702,96,936,246,340,415.009,364,3103,2890.999,1869,3098.222,5251.223,3097.352,388.697,400,289.492,678,545,605.209
BT_4606,158.434,191.46,138.136,94.183,119,60,16,13,116,130,205.424,219,254.717,6,19,604.4,118.829,59,43,61,152.524,248,148,147,159,151.048,268.462,37,29,16,50,84,71,116,138.026,117,655,449.001,366,864.778,1814.642,1074.659,118.002,94,174.508,151,83,66.253
BT_4607,1549.734,1742.871,1548.394,438,407.998,277,32,114,48,479.349,506.945,469.851,624.077,179.215,160.005,471.967,23,20.796,617,419,1106.115,1035.149,922.833,808.337,560.055,548.604,844.065,15,54,73,0,54,45,731.945,1200.907,1002.05,2689.733,1965.201,1421.65,987.431,727.053,831.594,39,79,48.466,163.999,84,139
BT_4608,345.266,387.357,307.827,196,198.002,192,106,39,97,303.656,431.053,393.149,472.923,138.703,185.995,75.327,49,32.204,118,254,509.957,857.043,453.167,455.663,246.069,163.348,302.935,70,8,36,7,134,72,423.131,464.673,405.028,630.518,577.638,473.393,718.793,978.082,729.823,73,62,165.534,154.001,75.303,57
BT_4609,3414,3429.775,3341.78,6752,5332,6406,1361,1770,1610,13606.717,16050.55,14113.984,1835,573.082,497,6741.706,600,725,3530,2680,4050.988,16582.886,15437,13180,1311.876,1388,2602,750,645,935,448,2364,1274,28550.924,29454.698,26247.921,18069.871,16980.16,14330.121,6411.776,6711,5409.583,1346,1019,859,2618,1290.697,1576
BT_4610,9804.634,10070.346,8667.525,4157,4204.093,4567,854,1011,1269,3450.329,3467,3520.376,601,226,329,704,892,631,13279,9946,12781.877,4284.181,2708.013,3473.775,214,326,221.988,533,740,1134,434,1888,998,11024.179,12156.17,12592.111,4425.699,4587,3574.538,316.085,337,262,307,143,214,817,397,390
BT_4611,2583.874,2349.755,2410.759,1879.707,1695.199,1629,93,116,176,1248.727,1412.312,1387.507,144,75,38,36,59,42,2595,2449.588,3369.066,1484.301,878.467,1004.574,112,53,148.012,5,68,161,34,394,188,2588.559,2958.414,2840.118,1952.738,2012.326,1627.476,353.929,429.47,316,69,56,12,221,74,98
BT_4612,23615.772,26484.913,25612.955,14663.293,12426.708,10890,539,1021,903,9412.575,9112.688,9907.41,1713,678,503,1198,1067,732,24748,22151.412,32506.865,15558.518,10058.52,12953.651,1046,1953,2193,355,337,788,204,1481,736,23700.418,29609.074,31919.623,19330.424,19311.674,14296.986,2547.986,3061.53,2663,237,166,221,594,353,512
BT_4613,1069,1234,1271.178,376,419,449,66,31,64,215.007,214,265,61,8,21,72,71,35,322,628,997,413,282,370,16,44,83,13,24,59,10,54,28,921.023,1167,1008,838,670,551,100,295,220,22,26,10,79,40,44
BT_4614,25164.063,30140.481,22998.969,7259,5887,5715,452,520,611,15052.39,19242.059,17044.636,1377,380,416,1424,926,518,11984,7127,27628.589,25080,19037,21180.492,1762,1716,2785,361,400,600,207,732,406,9467,25716.94,21907.005,33867.208,26505,22133.242,1197,964,876,408,279,299,1103,808,820
BT_4615,16212.537,19976.051,16565.227,47272,42623,58393,177426,189693,192676,39303.475,43767.125,51257.062,55864,13158,17707,91218,16571,25357,10662,19880,22634.073,46384,23252,30716,306486,344319,520389.983,82429,93554.052,186308,87641,430211,228841.958,17074,22019,23750,97025.374,114713.952,89150.011,456759,648565.009,469544.072,106405.977,70930,100266.508,253588,118307.51,135775
BT_4616,25,24,22,58,70,54,1301,1485,1867,58,40,49,156.161,47,53,2958.804,79,188,33,24,27,47,66,23,430,426,758.217,1094,1228,1678,806,4159,1925,51,21,24,207.982,161,86,607.957,1143.746,954.305,498.2,407.471,678.492,2104.771,1134.489,1442.214
BT_4617,66,103,54,118,108,109,1229,1313,1542,68,82,103,258.839,50,150,2178.196,104,242,118,91,112,75,75,122,382,523,891.783,832,1234,1891,756,5805,3656,37,81,77,218.018,179,139,1141.043,1807.254,1355.695,1560.8,1002.529,1433,4734.229,2177,2833.786
BT_4618,2,6,5,22,14,27,12,16,46,8,1,9,7.509,0,8,6.829,0,0,12,6,7,3,6,21,0,10,6,0,9,8,0,91,76,28,11,4,47,26,7,9,22,0,0,9,12.296,24.508,26,21
BT_4619,9,8,4,6,11,40,5,31,99,4,14,6,14.491,9,0,79.171,0,14,14,7,5,23,3,7,13,8,27,48,50,50,20,133,86,2,7,2,31,12,21,75,75,35,68,5,36.704,100.492,48,51
BT_4620,47,41,19,85,59,79,156,264,285,147,144,78,113,34,14,576,41,82,100,35,42,137,90,138,80,112,116,246,316,283,63,340,203,20,26,19,309,319,253,191,345,111,330,339,345,355,182,206
BT_4621,9,5,6,8,0,1,36,19,0,6,6,4,10,6,0,28,0,0,7,12,8,22,9,5,0,4,16,0,16,45,0,40,17,0,7,1,8,3,6,23,37,2,17,8,0,21,3,18.772
BT_4622,4,1,3,7,14,7,24,9,21,0,2,1,4,8,0,10,17,0,8,3,3,16,0,1,15,0,9,25,18,22,0,61,12,0,4,6,10,3,4,27,62,26,16,7,49,68,28,42.228
BT_4623,4,7,6,1,0,3,0,0,0,6,4,0,11,0,0,6,0,0,7,0,4,0,0,0,0,2,6,0,0,5,16,31,20,1,18,1,13,4,10,3,17,0,0,0,0,11,7,29
BT_4624,48.01,85,75,60,22,13,0,8,0,31,39,20,16,18,10,44,18,22,26,38,30,42,41,37,17,33,41,0,0,0,0,33,0,9,51,22,149,164,98,38,112,43,14,31.112,0,45,23,4
BT_4625,1392.269,1615.69,1344.246,618.958,479.084,329,12,11,5,451.017,302.604,370.014,15,22,7,67,41,30,1122.917,1111.433,1383.526,515,390,359.003,13,51,34,0,11,0,0,23,28,1521.478,1270.982,1274.024,1269.135,1245,908.048,19,74,56,26,4,14,36,6,17
BT_4626,217,252,256,11,12,4,0,7,0,15,13,13,17,7,0,10,0,0,121,122,259,23,16,23,11,11,32,0,0,0,18,15,0,221,269,353,68,88,58,41,0,20,0,4,0,7,3,5
BT_4627,33700.396,41606.302,34752.5,38699.919,28435.71,36691,4299,5083,3524,133015.755,102310.923,87950.019,6421,1287,1522,6697,5452,3931,68647.083,31695.567,53290.751,120498.928,135249.848,135036.947,13645,17152,14638,4400,4855,5091,405,1459,755,33794.93,44628.38,45704.756,84305.804,92180.679,66418.952,11752,7558.017,7684,1828,1284.888,1901,815,522,987
BT_4628,11639.202,12750,11381.301,6052.382,5185.638,5602,172,232,147,8335.895,8179.478,8220.22,631,257,254,367.332,721,285,7324.423,8767.098,12624.702,10575.807,8046.292,7298.999,467,458,599,86,158,125,76,214,88,8942.013,11066.727,11948.544,8317.497,9723.786,7091.817,844.177,1055.983,765.43,132,126,127,154,104.493,88
BT_4629,1855.341,2066.147,1822.458,804.249,631.939,693,10,21,22,300.161,232.792,280.441,19.385,9,9,96.668,41,12,704.587,1258.255,1444.397,419.31,170,252.207,23,11,39,0,7,18,25,101,16,1536.666,1421.314,1400.622,614.201,668.827,424.187,91.655,98.822,49.57,0,0,60,28,1.507,34.804
BT_4630,11948.058,13122.088,12180.878,5084.322,4108.629,4579,241,166,146,2568.204,2732.821,3218.28,524.615,179,155,154,328,337,6069,9870.648,13629.063,4220.69,3083,3361.793,369,704,929,44,115,255,111,213,86,9539.321,11932.609,13273.48,4648.992,4839.825,3989.995,822.169,1283.178,823,98,52,123,144,78,71.196
BT_4631,1331.005,1458.957,1184,2562,2238,2640,1318,1366,1171,6851,4587.012,4202.014,1804.924,490,476,1412,1993,792,3937,1815,2069,5775,6148,6989,1414,2651,1912,1133,1227,1372,132,762,400,2305.213,2242,2278,4778.001,5772,3988,3160,2701.046,1971.698,865,439.627,571,603,256,374
BT_4632,116,94.412,107.26,35,22,40,0,3,14,29.379,19,31,58.076,29,0,81.801,10,0,65,74,123.426,35.116,33,24,75,76,110,0,10,0,0,74,38,86.217,92,120,68,58,43,94,107.954,125.302,0,0,22,34,28,20
BT_4633,589.005,652.63,614.824,634.56,438,647,55,80,18,504.446,351,503,175,37,30,22.199,150,87,471,711,594.412,660.914,451,530,118,141,210.197,25,9,13,12,112,64,602.156,609.034,544.126,1131,1474,1179,297,306.51,242,99,8,48,53,39,33
BT_4634,550.995,673.031,588.839,187.44,171,108,10,29,23,97.175,59,84,115,29,14,82,57,43,127,287,628.162,146.97,55,65,31,82,126.803,12,0,8,13,51,49,601.414,587.966,641.874,131,164,100,197,233.49,108,32,26,84,35,26,49
BT_4635,1827.221,2224.993,1697.775,795,569,425,138,338,258,235,144,165,1264,571,374,2156,1001,324,1668,970,1706.291,314,244,386,687,884,1201.263,182,146,226,0,210,82,1698,1480.299,1204.018,546,487,271,1176,1436,1007,58,22,93,333,187,223
